Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score,GeneCards Link or Note,ensembl_gene_id
SCAF1,SR-Related CTD Associated Factor 1,Protein Coding,Q9H7N4,39,GC19P113443,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAF1,ENSG00000126461
SCAF11,SR-Related CTD Associated Factor 11,Protein Coding,Q99590,41,GC12M045919,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAF11,ENSG00000139218
SCNM1,Sodium Channel Modifier 1,Protein Coding,Q9BWG6,40,GC01P164290,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCNM1,ENSG00000163156
SDE2,SDE2 Telomere Maintenance Homolog,Protein Coding,Q6IQ49,37,GC01M225982,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDE2,ENSG00000143751
SETX,Senataxin,Protein Coding,Q7Z333,51,GC09M132261,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX,ENSG00000107290
SF1,Splicing Factor 1,Protein Coding,Q15637,46,GC11M064764,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF1,ENSG00000168066
SF3A1,Splicing Factor 3a Subunit 1,Protein Coding,Q15459,46,GC22M030331,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A1,ENSG00000099995
SF3A2,Splicing Factor 3a Subunit 2,Protein Coding,Q15428,42,GC19P002236,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A2,ENSG00000104897
SF3A3,Splicing Factor 3a Subunit 3,Protein Coding,Q12874,45,GC01M037956,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A3,ENSG00000183431
SF3B1,Splicing Factor 3b Subunit 1,Protein Coding,O75533,53,GC02M197453,3.128165722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B1,ENSG00000115524
SF3B2,Splicing Factor 3b Subunit 2,Protein Coding,Q13435,50,GC11P066050,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B2,ENSG00000087365
SF3B3,Splicing Factor 3b Subunit 3,Protein Coding,Q15393,43,GC16P070523,3.258270025,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B3,ENSG00000189091
SF3B4,Splicing Factor 3b Subunit 4,Protein Coding,Q15427,51,GC01M149923,3.258270025,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B4,ENSG00000143368
SF3B5,Splicing Factor 3b Subunit 5,Protein Coding,Q9BWJ5,43,GC06M144094,3.128165722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B5,ENSG00000169976
SF3B6,Splicing Factor 3b Subunit 6,Protein Coding,Q9Y3B4,43,GC02M024067,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B6,ENSG00000115128
SFPQ,Splicing Factor Proline And Glutamine Rich,Protein Coding,P23246,52,GC01M035176,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFPQ,ENSG00000116560
SFSWAP,Splicing Factor SWAP,Protein Coding,Q12872,40,GC12P131711,0.841007054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFSWAP,ENSG00000061936
SGF29,SAGA Complex Associated Factor 29,Protein Coding,Q96ES7,41,GC16P081334,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGF29,ENSG00000176476
SHH,Sonic Hedgehog Signaling Molecule,Protein Coding,Q15465,59,GC07M155799,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHH,ENSG00000164690
SLC38A2,Solute Carrier Family 38 Member 2,Protein Coding,Q96QD8,48,GC12M046358,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A2,ENSG00000134294
SLC39A5,Solute Carrier Family 39 Member 5,Protein Coding,Q6ZMH5,48,GC12P060623,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A5,ENSG00000139540
SLU7,"SLU7 Homolog, Splicing Factor",Protein Coding,O95391,44,GC05M160401,2.353935242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLU7,ENSG00000164609
SMN1,"Survival Of Motor Neuron 1, Telomeric",Protein Coding,Q16637,48,GC05P070924,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1,ENSG00000172062
SMN1,"Survival Of Motor Neuron 1, Telomeric",Protein Coding,Q16637,48,GC05P070924,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1,ENSG00000275349
SMN2,"Survival Of Motor Neuron 2, Centromeric",Protein Coding,Q16637,48,GC05P070049,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN2,ENSG00000273772
SMN2,"Survival Of Motor Neuron 2, Centromeric",Protein Coding,Q16637,48,GC05P070049,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN2,ENSG00000277773
SMN2,"Survival Of Motor Neuron 2, Centromeric",Protein Coding,Q16637,48,GC05P070049,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN2,ENSG00000205571
SMNDC1,Survival Motor Neuron Domain Containing 1,Protein Coding,O75940,47,GC10M110290,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMNDC1,ENSG00000119953
SMU1,SMU1 DNA Replication Regulator And Spliceosomal Factor,Protein Coding,Q2TAY7,47,GC09M033041,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMU1,ENSG00000122692
SNIP1,Smad Nuclear Interacting Protein 1,Protein Coding,Q8TAD8,49,GC01M037534,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNIP1,ENSG00000163877
SNRNP200,Small Nuclear Ribonucleoprotein U5 Subunit 200,Protein Coding,O75643,52,GC02M100852,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP200,ENSG00000144028
SNRNP25,Small Nuclear Ribonucleoprotein U11/U12 Subunit 25,Protein Coding,Q9BV90,38,GC16P000053,2.66305542,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP25,ENSG00000161981
SNRNP27,Small Nuclear Ribonucleoprotein U4/U6.U5 Subunit 27,Protein Coding,Q8WVK2,39,GC02P069893,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP27,ENSG00000124380
SNRNP35,Small Nuclear Ribonucleoprotein U11/U12 Subunit 35,Protein Coding,Q16560,37,GC12P133309,2.66305542,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP35,ENSG00000184209
SNRNP40,Small Nuclear Ribonucleoprotein U5 Subunit 40,Protein Coding,Q96DI7,42,GC01M031259,3.128165722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP40,ENSG00000060688
SNRNP48,Small Nuclear Ribonucleoprotein U11/U12 Subunit 48,Protein Coding,Q6IEG0,41,GC06P007590,2.461931705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP48,ENSG00000168566
SNRNP70,Small Nuclear Ribonucleoprotein U1 Subunit 70,Protein Coding,P08621,48,GC19P049085,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP70,ENSG00000104852
SNRPA,Small Nuclear Ribonucleoprotein Polypeptide A,Protein Coding,P09012,48,GC19P040750,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA,ENSG00000077312
SNRPA1,Small Nuclear Ribonucleoprotein Polypeptide A',Protein Coding,P09661,43,GC15M101281,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA1,ENSG00000131876
SNRPB,Small Nuclear Ribonucleoprotein Polypeptides B And B1,Protein Coding,P14678,51,GC20M002461,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB,ENSG00000125835
SNRPB2,Small Nuclear Ribonucleoprotein Polypeptide B2,Protein Coding,P08579,45,GC20P016752,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB2,ENSG00000125870
SNRPC,Small Nuclear Ribonucleoprotein Polypeptide C,Protein Coding,P09234,44,GC06P134956,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPC,ENSG00000124562
SNRPD1,Small Nuclear Ribonucleoprotein D1 Polypeptide,Protein Coding,P62314,47,GC18P021612,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD1,ENSG00000167088
SNRPD2,Small Nuclear Ribonucleoprotein D2 Polypeptide,Protein Coding,P62316,47,GC19M092941,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD2,ENSG00000125743
SNRPD3,Small Nuclear Ribonucleoprotein D3 Polypeptide,Protein Coding,P62318,45,GC22P024555,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD3,ENSG00000100028
SNRPE,Small Nuclear Ribonucleoprotein Polypeptide E,Protein Coding,P62304,50,GC01P203981,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPE,ENSG00000182004
SNRPF,Small Nuclear Ribonucleoprotein Polypeptide F,Protein Coding,P62306,44,GC12P095858,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPF,ENSG00000139343
SNRPG,Small Nuclear Ribonucleoprotein Polypeptide G,Protein Coding,P62308,45,GC02M070281,2.973838091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPG,ENSG00000143977
SNRPGP15,Small Nuclear Ribonucleoprotein Polypeptide G Pseudogene 15,Pseudogene,A8MWD9,19,GC19P014489,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPGP15,ENSG00000224543
SNRPN,Small Nuclear Ribonucleoprotein Polypeptide N,Protein Coding,P63162,53,GC15P024823,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPN,ENSG00000128739
SNU13,Small Nuclear Ribonucleoprotein 13,Protein Coding,P55769,46,GC22M077126,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNU13,ENSG00000100138
SNURF,SNRPN Upstream Open Reading Frame,Protein Coding,Q9Y675,41,GC15P024954,1.382823944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNURF,ENSG00000273173
SNW1,SNW Domain Containing 1,Protein Coding,Q13573,48,GC14M077717,3.128165722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNW1,ENSG00000100603
SON,SON DNA And RNA Binding Protein,Protein Coding,P18583,48,GC21P033542,0.841007054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SON,ENSG00000159140
SREK1,Splicing Regulatory Glutamic Acid And Lysine Rich Protein 1,Protein Coding,Q8WXA9,40,GC05P066139,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREK1,ENSG00000153914
SREK1IP1,SREK1 Interacting Protein 1,Protein Coding,Q8N9Q2,37,GC05M064718,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREK1IP1,ENSG00000153006
SRPK1,SRSF Protein Kinase 1,Protein Coding,Q96SB4,53,GC06M093930,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPK1,ENSG00000096063
SRPK2,SRSF Protein Kinase 2,Protein Coding,P78362,47,GC07M105110,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPK2,ENSG00000135250
SRRM1,Serine And Arginine Repetitive Matrix 1,Protein Coding,Q8IYB3,41,GC01P024631,2.353935242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM1,ENSG00000133226
SRRM2,Serine/Arginine Repetitive Matrix 2,Protein Coding,Q9UQ35,46,GC16P080460,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM2,ENSG00000167978
SRRM3,Serine/Arginine Repetitive Matrix 3,Protein Coding,A6NNA2,40,GC07P076201,36.53,CK added,ENSG00000177679
SRRM4,Serine/Arginine Repetitive Matrix 4,Protein Coding,A7MD48,40,GC12P118981,0.841007054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM4,ENSG00000139767
SRRT,"Serrate, RNA Effector Molecule",Protein Coding,Q9BXP5,46,GC07P100875,1.382823944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRT,ENSG00000087087
SRSF1,Serine And Arginine Rich Splicing Factor 1,Protein Coding,Q07955,51,GC17M078409,3.372894287,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF1,ENSG00000136450
SRSF10,Serine And Arginine Rich Splicing Factor 10,Protein Coding,O75494,43,GC01M023964,2.468559265,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF10,ENSG00000188529
SRSF11,Serine And Arginine Rich Splicing Factor 11,Protein Coding,Q05519,41,GC01P070211,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF11,ENSG00000116754
SRSF12,Serine And Arginine Rich Splicing Factor 12,Protein Coding,Q8WXF0,38,GC06M089095,2.353935242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF12,ENSG00000154548
SRSF2,Serine And Arginine Rich Splicing Factor 2,Protein Coding,Q01130,48,GC17M076734,3.128165722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF2,ENSG00000161547
SRSF3,Serine And Arginine Rich Splicing Factor 3,Protein Coding,P84103,47,GC06P134982,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF3,ENSG00000112081
SRSF4,Serine And Arginine Rich Splicing Factor 4,Protein Coding,Q08170,43,GC01M029147,2.353935242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF4,ENSG00000116350
SRSF5,Serine And Arginine Rich Splicing Factor 5,Protein Coding,Q13243,44,GC14P069727,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF5,ENSG00000100650
SRSF6,Serine And Arginine Rich Splicing Factor 6,Protein Coding,Q13247,49,GC20P043457,3.372894287,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF6,ENSG00000124193
SRSF7,Serine And Arginine Rich Splicing Factor 7,Protein Coding,Q16629,48,GC02M038743,3.128165722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF7,ENSG00000115875
SRSF8,Serine And Arginine Rich Splicing Factor 8,Protein Coding,Q9BRL6,35,GC11P095066,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF8,ENSG00000263465
SRSF9,Serine And Arginine Rich Splicing Factor 9,Protein Coding,Q13242,46,GC12M120461,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF9,ENSG00000111786
STEEP1,STING1 ER Exit Protein 1,Protein Coding,Q9H5V9,41,GC0XM119540,1.382823944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEEP1,ENSG00000018610
STH,Saitohin,Protein Coding,Q8IWL8,39,GC17P045999,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STH,ENSG00000256762
STH,Saitohin,Protein Coding,Q8IWL8,39,GC17P045999,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STH,ENSG00000281139
STRAP,Serine/Threonine Kinase Receptor Associated Protein,Protein Coding,Q9Y3F4,47,GC12P015882,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRAP,ENSG00000023734
STX2,Syntaxin 2,Protein Coding,P32856,46,GC12M130789,1.571356297,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX2,ENSG00000111450
STXBP2,Syntaxin Binding Protein 2,Protein Coding,Q15833,53,GC19P112137,1.571356297,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP2,ENSG00000076944
SUGP1,SURP And G-Patch Domain Containing 1,Protein Coding,Q8IWZ8,43,GC19M019276,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGP1,ENSG00000105705
SUGP2,SURP And G-Patch Domain Containing 2,Protein Coding,Q8IX01,43,GC19M018990,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGP2,ENSG00000064607
SUPT20H,"SPT20 Homolog, SAGA Complex Component",Protein Coding,Q8NEM7,45,GC13M037009,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT20H,ENSG00000102710
SUPT3H,"SPT3 Homolog, SAGA And STAGA Complex Component",Protein Coding,O75486,45,GC06M094055,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT3H,ENSG00000196284
SUPT6H,"SPT6 Homolog, Histone Chaperone And Transcription Elongation Factor",Protein Coding,Q7KZ85,42,GC17P028662,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT6H,ENSG00000109111
SUPT7L,"SPT7 Like, STAGA Complex Subunit Gamma",Protein Coding,O94864,37,GC02M028897,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT7L,ENSG00000119760
SYF2,SYF2 Pre-MRNA Splicing Factor,Protein Coding,O95926,37,GC01M025222,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYF2,ENSG00000117614
SYNCRIP,Synaptotagmin Binding Cytoplasmic RNA Interacting Protein,Protein Coding,O60506,46,GC06M085607,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNCRIP,ENSG00000135316
TADA1,Transcriptional Adaptor 1,Protein Coding,Q96BN2,38,GC01M166826,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA1,ENSG00000152382
TADA2B,Transcriptional Adaptor 2B,Protein Coding,Q86TJ2,41,GC04P007686,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA2B,ENSG00000173011
TADA3,Transcriptional Adaptor 3,Protein Coding,O75528,42,GC03M009779,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA3,ENSG00000171148
TAF10,TATA-Box Binding Protein Associated Factor 10,Protein Coding,Q12962,47,GC11M012127,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF10,ENSG00000166337
TAF12,TATA-Box Binding Protein Associated Factor 12,Protein Coding,Q16514,45,GC01M031304,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF12,ENSG00000120656
TAF15,TATA-Box Binding Protein Associated Factor 15,Protein Coding,Q92804,51,GC17P111965,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF15,ENSG00000276833
TAF15,TATA-Box Binding Protein Associated Factor 15,Protein Coding,Q92804,51,GC17P111965,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF15,ENSG00000270647
TAF5L,TATA-Box Binding Protein Associated Factor 5 Like,Protein Coding,O75529,45,GC01M229593,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF5L,ENSG00000135801
TAF6L,TATA-Box Binding Protein Associated Factor 6 Like,Protein Coding,Q9Y6J9,40,GC11P062771,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF6L,ENSG00000162227
TAF9,TATA-Box Binding Protein Associated Factor 9,Protein Coding,Q16594,47,GC05M078088,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9,ENSG00000273841
TAF9,TATA-Box Binding Protein Associated Factor 9,Protein Coding,Q16594,47,GC05M078088,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9,ENSG00000276463
TARDBP,TAR DNA Binding Protein,Protein Coding,Q13148,56,GC01P039670,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP,ENSG00000120948
TCERG1,Transcription Elongation Regulator 1,Protein Coding,O14776,50,GC05P146447,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1,ENSG00000113649
TFIP11,Tuftelin Interacting Protein 11,Protein Coding,Q9UBB9,44,GC22M026491,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFIP11,ENSG00000100109
THOC1,THO Complex Subunit 1,Protein Coding,Q96FV9,44,GC18M000204,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC1,ENSG00000079134
THOC2,THO Complex Subunit 2,Protein Coding,Q8NI27,47,GC0XM123600,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC2,ENSG00000125676
THOC3,THO Complex Subunit 3,Protein Coding,Q96J01,40,GC05M175917,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC3,ENSG00000051596
THOC5,THO Complex Subunit 5,Protein Coding,Q13769,45,GC22M029505,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC5,ENSG00000100296
THOC6,THO Complex Subunit 6,Protein Coding,Q86W42,46,GC16P003024,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC6,ENSG00000131652
THOC7,THO Complex Subunit 7,Protein Coding,Q6I9Y2,40,GC03M063833,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC7,ENSG00000163634
THRAP3,Thyroid Hormone Receptor Associated Protein 3,Protein Coding,Q9Y2W1,42,GC01P042615,0.841007054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRAP3,ENSG00000054118
TIA1,TIA1 Cytotoxic Granule Associated RNA Binding Protein,Protein Coding,P31483,51,GC02M070209,1.818811178,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1,ENSG00000116001
TIAL1,TIA1 Cytotoxic Granule Associated RNA Binding Protein Like 1,Protein Coding,Q01085,48,GC10M119571,0.977804124,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAL1,ENSG00000151923
TMBIM6,Transmembrane BAX Inhibitor Motif Containing 6,Protein Coding,P55061,46,GC12P049707,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMBIM6,ENSG00000139644
TRA2A,Transformer 2 Alpha Homolog,Protein Coding,Q13595,43,GC07M023504,0.841007054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRA2A,ENSG00000164548
TRA2B,Transformer 2 Beta Homolog,Protein Coding,P62995,48,GC03M185914,2.572187424,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRA2B,ENSG00000136527
TRPT1,TRNA Phosphotransferase 1,Protein Coding,Q86TN4,40,GC11M064223,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPT1,ENSG00000149743
TRRAP,Transformation/Transcription Domain Associated Protein,Protein Coding,Q9Y4A5,53,GC07P098877,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRRAP,ENSG00000196367
TSEN15,TRNA Splicing Endonuclease Subunit 15,Protein Coding,Q8WW01,48,GC01P184061,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN15,ENSG00000198860
TSEN2,TRNA Splicing Endonuclease Subunit 2,Protein Coding,Q8NCE0,50,GC03P021571,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN2,ENSG00000154743
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000274796
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000273896
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000278712
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000278622
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000274672
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000274078
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000275165
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000278605
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000170892
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,Q9BSV6,46,GC19P121728,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34,ENSG00000274129
TSEN54,TRNA Splicing Endonuclease Subunit 54,Protein Coding,Q7Z6J9,47,GC17P075515,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN54,ENSG00000182173
TSSC4,Tumor Suppressing Subtransferable Candidate 4,Protein Coding,Q9Y5U2,40,GC11P002400,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSSC4,ENSG00000184281
TTF2,Transcription Termination Factor 2,Protein Coding,Q9UNY4,48,GC01P117060,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTF2,ENSG00000116830
TXNL4A,Thioredoxin Like 4A,Protein Coding,P83876,50,GC18M079970,3.128165722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNL4A,ENSG00000141759
TXNL4B,Thioredoxin Like 4B,Protein Coding,Q9NX01,41,GC16M072044,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNL4B,ENSG00000140830
U2AF1,U2 Small Nuclear RNA Auxiliary Factor 1,Protein Coding,Q01081,52,GC21M043092,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1,ENSG00000160201
U2AF1L4,U2 Small Nuclear RNA Auxiliary Factor 1 Like 4,Protein Coding,Q8WU68,37,GC19M092723,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1L4,ENSG00000161265
U2AF2,U2 Small Nuclear RNA Auxiliary Factor 2,Protein Coding,P26368,47,GC19P055654,2.353935242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF2,ENSG00000063244
U2SURP,U2 SnRNP Associated SURP Domain Containing,Protein Coding,O15042,40,GC03P142964,1.382823944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2SURP,ENSG00000163714
UBL5,Ubiquitin Like 5,Protein Coding,Q9BZL1,41,GC19P009827,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBL5,ENSG00000198258
UMOD,Uromodulin,Protein Coding,P07911,51,GC16M021309,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMOD,ENSG00000169344
UPF1,UPF1 RNA Helicase And ATPase,Protein Coding,Q92900,50,GC19P018831,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF1,ENSG00000005007
UPF3A,UPF3A Regulator Of Nonsense Mediated MRNA Decay,Protein Coding,Q9H1J1,43,GC13P114281,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF3A,ENSG00000169062
UPF3B,UPF3B Regulator Of Nonsense Mediated MRNA Decay,Protein Coding,Q9BZI7,47,GC0XM119805,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF3B,ENSG00000125351
USB1,U6 SnRNA Biogenesis Phosphodiesterase 1,Protein Coding,Q9BQ65,42,GC16P057999,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USB1,ENSG00000103005
