gene_id	start	end	n_variants
ENSG00000173638.19	45493572	45573365	151
ENSG00000183570.17	45643694	45942454	193
ENSG00000142156.16	45981770	46005050	49
ENSG00000142173.17	46098112	46132848	72
ENSG00000160282.15	46136160	46155579	49
ENSG00000160284.15	46161148	46184476	30
ENSG00000160285.15	46188141	46228824	48
ENSG00000160294.11	46235133	46286297	44
ENSG00000182362.14	46286342	46297751	27
ENSG00000160298.18	46300181	46323875	34
ENSG00000160299.19	46324124	46445769	144
ENSG00000286224.1	46326288	46326491	0
ENSG00000160305.18	46458891	46570015	257
ENSG00000160307.10	46598604	46605208	20
ENSG00000160310.19	46635595	46665124	34
ENSG00000130538.6	15528192	15529139	0
ENSG00000198062.16	15690026	15721631	1
ENSG00000198445.4	16590751	16592810	0
ENSG00000172967.8	16783412	16825411	103
ENSG00000215568.9	16961936	17008222	84
ENSG00000177663.15	17084954	17115693	47
ENSG00000183307.4	17116297	17121367	4
ENSG00000069998.12	17137511	17165287	60
ENSG00000093072.19	17178790	17258235	210
ENSG00000099954.19	17359949	17558151	272
ENSG00000182902.14	17563450	17590995	20
ENSG00000131100.13	17592136	17628749	5
ENSG00000099968.18	17628855	17730855	117
ENSG00000015475.19	17734138	17774770	58
ENSG00000243156.9	17787649	18024561	420
ENSG00000215193.14	18077923	18105396	52
ENSG00000288683.1	18077989	18131720	59
ENSG00000183785.16	18110100	18146683	3
ENSG00000184979.11	18150118	18177397	0
ENSG00000274252.1	18516344	18518161	0
ENSG00000278558.5	18527802	18530573	0
ENSG00000275793.1	18605815	18611919	0
ENSG00000286175.1	18633984	18634682	0
ENSG00000183628.14	18906028	18914238	0
ENSG00000283809.1	18906238	18947732	0
ENSG00000100033.17	18912777	18936553	0
ENSG00000286025.2	19029524	19031242	0
ENSG00000070413.20	19036282	19122454	215
ENSG00000100056.12	19130279	19144684	10
ENSG00000206203.5	19131308	19132622	0
ENSG00000063515.3	19146993	19150292	6
ENSG00000100075.10	19175581	19178739	1
ENSG00000070371.16	19179473	19291719	98
ENSG00000100084.14	19330698	19447450	63
ENSG00000242259.9	19351368	19447711	45
ENSG00000185608.9	19432545	19436075	0
ENSG00000070010.19	19449911	19479202	22
ENSG00000093009.11	19479457	19520612	33
ENSG00000184113.10	19523024	19527545	4
ENSG00000184702.20	19714503	19724224	0
ENSG00000284874.1	19717220	19724772	0
ENSG00000203618.6	19723539	19724771	0
ENSG00000184058.16	19756703	19783593	28
ENSG00000185838.14	19783223	19854939	17
ENSG00000215012.9	19846138	19854896	0
ENSG00000184470.21	19875517	19941820	140
ENSG00000093010.15	19941371	19969975	50
ENSG00000099889.14	19969896	20016823	98
ENSG00000183597.16	20017014	20067164	86
ENSG00000128191.17	20080221	20111877	23
ENSG00000099899.16	20111875	20117392	6
ENSG00000099901.18	20115938	20127355	10
ENSG00000099904.16	20129456	20148007	13
ENSG00000234409.7	20148416	20151055	0
ENSG00000040608.14	20241415	20283246	26
ENSG00000128185.10	20314238	20320080	0
ENSG00000185252.19	20394115	20408461	42
ENSG00000244486.9	20424584	20437826	32
ENSG00000277971.1	20429241	20446620	48
ENSG00000099910.17	20441519	20495844	95
ENSG00000099917.17	20495913	20587632	163
ENSG00000241973.11	20707691	20859417	40
ENSG00000099937.11	20774113	20787720	1
ENSG00000099940.12	20859007	20891214	13
ENSG00000099942.13	20917407	20953747	69
ENSG00000183773.16	20965108	20981360	49
ENSG00000099949.22	20982269	20999032	31
ENSG00000184436.12	20999104	21002196	2
ENSG00000284130.2	21008193	21014292	6
ENSG00000291240.1	21008247	21032572	42
ENSG00000099957.17	21009808	21028013	30
ENSG00000099960.13	21028718	21032840	8
ENSG00000187905.11	21045946	21064168	13
ENSG00000286102.1	21360601	21361299	0
ENSG00000274600.2	21383751	21389478	0
ENSG00000169635.10	21417371	21451463	7
ENSG00000206140.12	21466423	21471269	0
ENSG00000183246.8	21545666	21551461	0
ENSG00000185651.16	21549447	21624034	17
ENSG00000161179.14	21628089	21630064	2
ENSG00000161180.11	21632716	21637329	4
ENSG00000128228.5	21642302	21644299	0
ENSG00000100023.20	21666000	21700015	96
ENSG00000100027.17	21697536	21735794	71
ENSG00000100030.15	21759657	21867680	129
ENSG00000100034.14	21919425	21952848	25
ENSG00000100038.20	21957025	21982813	24
ENSG00000169575.5	22244780	22245515	1
ENSG00000275004.4	22484421	22508742	66
ENSG00000169548.3	22513736	22520270	41
ENSG00000185686.18	22547701	22559361	15
ENSG00000100121.14	22644614	22647898	1
ENSG00000254709.8	22887780	22896111	1
ENSG00000100218.12	23059415	23145021	129
ENSG00000128266.9	23070519	23125032	76
ENSG00000100228.14	23145366	23165663	59
ENSG00000186716.21	23179704	23318037	254
ENSG00000128322.7	23573125	23580302	2
ENSG00000189269.13	23608452	23632321	4
ENSG00000159496.15	23688136	23699176	12
ENSG00000187792.5	23738682	23751112	1
ENSG00000128218.8	23752743	23754425	0
ENSG00000169314.15	23762990	23765863	2
ENSG00000250479.9	23765834	23767972	6
ENSG00000099953.10	23768226	23784316	18
ENSG00000099956.20	23786931	23838009	97
ENSG00000099958.15	23834503	23839128	6
ENSG00000133460.20	23856703	23886312	38
ENSG00000251357.4	23862188	23895223	65
ENSG00000240972.2	23894383	23895227	2
ENSG00000133433.11	23957414	23961195	0
ENSG00000099974.8	23966888	23972556	4
ENSG00000099977.16	23970542	23980525	3
ENSG00000099984.12	23980058	23983915	0
ENSG00000276950.6	23998401	24005453	38
ENSG00000099991.18	24011192	24178628	18
ENSG00000099994.11	24181487	24189106	0
ENSG00000099998.19	24219654	24245108	6
ENSG00000100014.20	24270817	24417739	18
ENSG00000258555.6	24270898	24442356	31
ENSG00000128271.22	24417879	24442357	13
ENSG00000100024.15	24494107	24528390	31
ENSG00000138867.17	24540423	24555935	32
ENSG00000100028.12	24555958	24582052	51
ENSG00000286070.2	24556007	24628987	58
ENSG00000178026.13	24585620	24593208	2
ENSG00000100031.19	24594811	24629005	2
ENSG00000184571.14	24719034	24774720	122
ENSG00000167037.19	24806169	24927578	225
ENSG00000206069.7	24935098	24946695	19
ENSG00000197077.14	24952716	25197448	234
ENSG00000100053.10	25199858	25207359	4
ENSG00000244752.3	25212564	25231870	17
ENSG00000100077.16	25564675	25729294	11
ENSG00000133454.16	25742144	26031045	515
ENSG00000100095.19	26169462	26383597	388
ENSG00000128203.7	26429260	26445015	18
ENSG00000100099.22	26443107	26483931	68
ENSG00000100104.13	26483877	26494658	15
ENSG00000100109.17	26491225	26512505	24
ENSG00000128294.16	26521996	26596717	135
ENSG00000100122.7	26599278	26618027	13
ENSG00000196431.4	26621963	26630669	22
ENSG00000169184.7	27748277	27801756	60
ENSG00000180957.19	27851669	27920134	42
ENSG00000100154.15	27978014	28679840	308
ENSG00000183765.24	28687743	28742422	60
ENSG00000100209.11	28742039	28757515	15
ENSG00000159873.10	28772674	28789301	30
ENSG00000100219.17	28794555	28800597	6
ENSG00000183579.16	28883572	29057488	189
ENSG00000100249.5	29058672	29061831	5
ENSG00000183762.13	29073035	29168333	231
ENSG00000186998.16	29205896	29259597	74
ENSG00000100263.14	29259872	29268209	3
ENSG00000182944.18	29268009	29300525	33
ENSG00000185340.16	29306618	29312787	6
ENSG00000100276.10	29312933	29319679	5
ENSG00000100280.17	29327680	29388583	36
ENSG00000128250.5	29438583	29442455	1
ENSG00000100285.10	29480218	29491390	12
ENSG00000100296.14	29505879	29555216	80
ENSG00000184117.12	29554808	29581327	52
ENSG00000186575.19	29603556	29698598	65
ENSG00000100314.4	29720003	29731833	17
ENSG00000100319.13	29730956	29767011	62
ENSG00000184076.13	29767369	29770413	5
ENSG00000100325.15	29788609	29838304	68
ENSG00000100330.16	29883169	30030868	205
ENSG00000176635.18	30080464	30177075	115
ENSG00000128342.5	30240453	30246759	6
ENSG00000099985.4	30262829	30266851	4
ENSG00000239282.8	30285117	30289622	3
ENSG00000248751.6	30285238	30299482	10
ENSG00000099992.16	30291990	30326947	30
ENSG00000099995.19	30331988	30356919	20
ENSG00000187860.11	30356635	30378673	19
ENSG00000099999.15	30368811	30421771	41
ENSG00000100003.18	30396941	30425303	22
ENSG00000249590.7	30409255	30428990	14
ENSG00000242114.6	30425623	30429054	2
ENSG00000100012.12	30447959	30472017	66
ENSG00000133488.15	30488902	30505711	4
ENSG00000214491.9	30522799	30546741	30
ENSG00000128242.13	30554635	30574665	23
ENSG00000100029.18	30576625	30607083	42
ENSG00000185339.10	30607003	30627271	63
ENSG00000100036.13	30635781	30669016	69
ENSG00000167065.14	30652051	30667887	33
ENSG00000184792.16	30693782	30907824	247
ENSG00000133422.14	30925130	30968774	42
ENSG00000253352.10	30969245	30979395	9
ENSG00000183963.19	31064105	31104757	32
ENSG00000198832.11	31104772	31120069	24
ENSG00000185133.14	31122731	31134697	10
ENSG00000100078.4	31134807	31140508	8
ENSG00000138942.17	31160182	31207019	74
ENSG00000182541.18	31212239	31280080	93
ENSG00000100100.13	31281594	31292534	23
ENSG00000100105.18	31325804	31346346	16
ENSG00000185721.13	31399604	31530634	188
ENSG00000184708.18	31436977	31496108	82
ENSG00000198089.16	31488688	31618588	181
ENSG00000241878.12	31618491	31662221	39
ENSG00000183530.14	31676256	31750140	66
ENSG00000100150.20	31753867	31908033	188
ENSG00000285404.1	31754899	31956243	238
ENSG00000128245.15	31944522	31957603	15
ENSG00000100170.10	32043261	32113029	42
ENSG00000205856.4	32149006	32159322	6
ENSG00000128253.16	32190435	32205073	13
ENSG00000100191.6	32218464	32255347	44
ENSG00000128276.10	32354885	32361161	3
ENSG00000100220.12	32387582	32412248	32
ENSG00000184459.10	32413845	32464484	82
ENSG00000100225.18	32474676	32498829	65
ENSG00000185666.16	32507820	33058381	1021
ENSG00000100234.12	32801705	32863041	74
ENSG00000133424.22	33162226	33922841	1023
ENSG00000175329.13	35066136	35087387	57
ENSG00000100281.14	35257452	35295807	70
ENSG00000100284.22	35299275	35347992	90
ENSG00000100292.18	35380361	35394214	34
ENSG00000100297.16	35400134	35425431	40
ENSG00000100302.7	35540831	35553999	23
ENSG00000198125.13	35606764	35637951	51
ENSG00000221963.6	35648446	35668404	13
ENSG00000128313.2	35717872	35729483	35
ENSG00000100320.24	35738736	36028824	196
ENSG00000128284.20	36140329	36166177	52
ENSG00000100336.18	36189124	36204840	7
ENSG00000128335.14	36226209	36239954	14
ENSG00000100342.22	36253071	36267530	23
ENSG00000100345.23	36281280	36388010	187
ENSG00000100348.10	36467046	36481640	41
ENSG00000100350.16	36487190	36507221	33
ENSG00000100353.18	36510855	36529184	38
ENSG00000166862.7	36560857	36703752	210
ENSG00000100360.15	36758202	36776256	30
ENSG00000100362.13	36800684	36819479	38
ENSG00000100365.16	36860988	36878017	27
ENSG00000100368.15	36913628	36940439	5
ENSG00000185264.12	36991120	37007851	18
ENSG00000128311.14	37010859	37020183	27
ENSG00000128309.17	37019635	37029821	12
ENSG00000100379.18	37051739	37063390	11
ENSG00000187045.19	37065436	37109713	92
ENSG00000100385.15	37118666	37175118	130
ENSG00000133466.14	37180166	37199385	37
ENSG00000278195.2	37204237	37212477	5
ENSG00000128340.16	37225270	37259594	74
ENSG00000100055.21	37282027	37315341	63
ENSG00000166897.16	37367960	37427479	186
ENSG00000100060.18	37469063	37486393	1
ENSG00000100065.15	37490362	37519542	10
ENSG00000128283.7	37560480	37569405	8
ENSG00000100079.7	37570248	37582616	20
ENSG00000100083.19	37608725	37633564	9
ENSG00000100092.24	37634654	37656117	17
ENSG00000285304.1	37639693	37666932	34
ENSG00000241360.2	37658723	37666932	13
ENSG00000100097.12	37675636	37679802	6
ENSG00000273899.5	37681673	37693476	16
ENSG00000100101.15	37686414	37726503	97
ENSG00000100106.22	37697048	37776556	153
ENSG00000189060.6	37805229	37807432	7
ENSG00000100116.17	37807905	37817176	20
ENSG00000128310.3	37823382	37825485	2
ENSG00000100124.15	37830855	37849327	9
ENSG00000100129.18	37848868	37889407	30
ENSG00000100139.14	37905657	37942822	31
ENSG00000128346.11	37943050	37953669	7
ENSG00000100142.16	37952607	38041915	69
ENSG00000100146.20	37970686	37987422	8
ENSG00000100151.16	38056311	38075701	18
ENSG00000100156.12	38078134	38084184	7
ENSG00000128298.18	38084652	38111015	55
ENSG00000184381.20	38111495	38214778	315
ENSG00000185022.12	38200767	38216507	27
ENSG00000198792.13	38219291	38273010	47
ENSG00000213923.13	38290691	38318084	32
ENSG00000283900.1	38291918	38398522	45
ENSG00000168135.4	38426327	38455199	5
ENSG00000100196.11	38468078	38483447	17
ENSG00000100201.23	38483438	38507660	21
ENSG00000100206.11	38518948	38570204	10
ENSG00000184949.18	38578118	38656629	8
ENSG00000100211.12	38656636	38673854	3
ENSG00000100216.6	38681957	38685421	0
ENSG00000100221.11	38685543	38701556	4
ENSG00000100226.16	38705742	38738299	4
ENSG00000100242.16	38733290	38794143	72
ENSG00000100246.13	38778508	38794198	18
ENSG00000221890.6	38818452	38844028	37
ENSG00000183741.12	38861422	38872249	14
ENSG00000128383.14	38952741	38963184	17
ENSG00000179750.16	38982347	38992804	8
ENSG00000244509.4	39014257	39020352	1
ENSG00000284554.2	39014363	39033276	9
ENSG00000243811.12	39021113	39033277	8
ENSG00000128394.17	39040604	39055972	15
ENSG00000239713.9	39077067	39087743	14
ENSG00000100298.16	39097224	39104067	36
ENSG00000100307.13	39120167	39152680	18
ENSG00000100311.17	39223359	39244982	21
ENSG00000100316.16	39312882	39320389	17
ENSG00000100321.15	39349925	39385575	66
ENSG00000100324.14	39399778	39437060	39
ENSG00000128268.12	39457012	39492194	43
ENSG00000100335.15	39499432	39518132	18
ENSG00000285025.1	39504231	39504443	0
ENSG00000128272.18	39519695	39522683	2
ENSG00000187051.9	39529093	39532761	2
ENSG00000100346.18	39570753	39689735	146
ENSG00000176177.10	39743044	39893864	83
ENSG00000100351.17	39901084	39973721	44
ENSG00000225528.4	39960397	39964905	5
ENSG00000133477.17	39994954	40043534	40
ENSG00000100354.21	40044817	40335808	337
ENSG00000239900.14	40346461	40390463	34
ENSG00000284431.1	40346529	40410054	53
ENSG00000100359.21	40370591	40410289	33
ENSG00000196588.21	40410281	40636719	142
ENSG00000128285.5	40679273	40682812	4
ENSG00000100372.15	40769630	40819399	48
ENSG00000100380.15	40824535	40856639	16
ENSG00000196236.13	40857077	40932815	24
ENSG00000172404.5	40859549	40862113	1
ENSG00000100387.9	40951347	40973309	9
ENSG00000100393.15	41092592	41180077	105
ENSG00000100395.15	41205282	41231271	63
ENSG00000100399.16	41229510	41240931	16
ENSG00000100401.21	41244779	41286187	53
ENSG00000100403.12	41301525	41360147	19
ENSG00000167074.15	41367333	41399326	14
ENSG00000183864.5	41433494	41446801	16
ENSG00000100412.17	41447830	41529273	50
ENSG00000100410.8	41459717	41468692	15
ENSG00000100413.17	41525799	41544606	5
ENSG00000172346.15	41561010	41577741	2
ENSG00000100417.12	41576900	41589871	3
ENSG00000100418.8	41598028	41621043	18
ENSG00000196419.13	41621163	41664048	27
ENSG00000100138.15	41673933	41690504	27
ENSG00000167077.13	41699503	41799456	151
ENSG00000100147.14	41800679	41832164	29
ENSG00000198911.13	41833105	41907306	84
ENSG00000234965.3	41909543	41915074	1
ENSG00000159958.7	41922032	41926806	1
ENSG00000100162.15	41938737	41947152	2
ENSG00000205704.8	41952150	41958939	13
ENSG00000100167.21	41969443	41998221	47
ENSG00000183066.14	41998725	42058456	103
ENSG00000198951.12	42058334	42070842	13
ENSG00000177096.9	42074248	42079438	8
ENSG00000183172.9	42079691	42084284	4
ENSG00000184983.11	42085526	42090884	9
ENSG00000100197.23	42126499	42130865	1
ENSG00000205702.12	42140203	42149455	19
ENSG00000100207.21	42160013	42343616	219
ENSG00000235568.7	42380407	42432403	11
ENSG00000189306.11	42508344	42519796	4
ENSG00000183569.18	42553617	42574382	31
ENSG00000100227.19	42583721	42614962	31
ENSG00000289517.1	42583836	42627688	58
ENSG00000100243.22	42615730	42720870	361
ENSG00000249222.1	42639803	42640601	5
ENSG00000128274.17	42692121	42721298	110
ENSG00000242247.11	42796502	42858106	111
ENSG00000100266.19	42835412	43015149	366
ENSG00000100271.17	43039516	43089419	73
ENSG00000100290.3	43110750	43129712	18
ENSG00000100294.13	43132209	43143398	17
ENSG00000100300.18	43151547	43163242	29
ENSG00000100304.13	43166622	43187134	42
ENSG00000159307.20	43197280	43343372	217
ENSG00000186732.14	43411196	43507848	168
ENSG00000186976.15	43528744	43812337	475
ENSG00000130540.14	43824509	43862513	64
ENSG00000100341.13	43879678	43892013	37
ENSG00000100344.11	43923792	43964488	47
ENSG00000100347.15	43955442	44010531	109
ENSG00000188677.15	43999211	44172939	232
ENSG00000138964.17	44172956	44219533	88
ENSG00000138944.8	44243665	44312951	62
ENSG00000188636.4	44492583	44498233	19
ENSG00000186654.21	44668547	44737681	147
ENSG00000248405.10	44702233	44862706	463
ENSG00000241484.10	44752558	44862788	332
ENSG00000056487.16	44881162	45010005	215
ENSG00000093000.19	45163925	45188017	49
ENSG00000100364.19	45192244	45240894	81
ENSG00000100373.10	45284949	45295874	22
ENSG00000100376.12	45308968	45341955	67
ENSG00000077935.17	45344063	45413619	140
ENSG00000128408.9	45413693	45432509	58
ENSG00000077942.19	45502238	45601135	219
ENSG00000130638.18	45671798	45845307	132
ENSG00000188064.10	45920366	45977162	129
ENSG00000186951.17	46150521	46243755	26
ENSG00000205643.11	46244011	46250311	0
ENSG00000130943.7	46255663	46263343	1
ENSG00000075234.17	46267961	46294008	5
ENSG00000075218.19	46296870	46330810	4
ENSG00000100416.15	46330875	46357340	1
ENSG00000075275.18	46360834	46537620	199
ENSG00000075240.17	46576012	46679790	213
ENSG00000100422.14	46684410	46738252	95
ENSG00000054611.14	46762617	47175699	679
ENSG00000219438.9	48489553	48850912	1020
ENSG00000100425.19	49773283	49827873	10
ENSG00000100426.7	49853844	49890080	98
ENSG00000182858.14	49900229	49918438	0
ENSG00000184164.15	49918167	49927540	2
ENSG00000198355.5	49960768	49964072	6
ENSG00000188263.11	49991811	50012765	14
ENSG00000138892.12	50018575	50058298	62
ENSG00000100427.16	50059391	50085426	52
ENSG00000073146.17	50090006	50161690	286
ENSG00000073150.14	50170731	50180295	10
ENSG00000170638.10	50185913	50199598	17
ENSG00000073169.15	50201011	50217616	38
ENSG00000128159.12	50217689	50245023	28
ENSG00000100429.18	50245183	50251405	7
ENSG00000188130.14	50245450	50261716	30
ENSG00000185386.15	50263713	50270767	10
ENSG00000196576.16	50274979	50307646	53
ENSG00000205593.12	50309030	50327012	36
ENSG00000100239.16	50343304	50445090	208
ENSG00000100241.22	50443219	50483923	57
ENSG00000128165.9	50481543	50486440	5
ENSG00000100253.13	50486784	50490648	9
ENSG00000100258.18	50502949	50507702	3
ENSG00000025770.19	50508224	50524780	15
ENSG00000284194.3	50523568	50526461	7
ENSG00000025708.14	50525752	50530032	4
ENSG00000177989.14	50529710	50532506	0
ENSG00000130487.9	50545899	50551023	5
ENSG00000217442.4	50551112	50562919	13
ENSG00000205560.13	50568861	50578465	5
ENSG00000254413.8	50568869	50582965	8
ENSG00000100288.20	50578959	50601455	33
ENSG00000008735.14	50600793	50613981	20
ENSG00000100299.18	50622754	50628173	15
ENSG00000251322.11	50674415	50733212	47
ENSG00000100312.11	50738196	50745339	1
ENSG00000079974.19	50767501	50783667	0
ENSG00000182378.15	276322	303356	0
ENSG00000178605.14	304529	318796	0
ENSG00000167393.18	333933	386955	0
ENSG00000185960.15	624344	659411	0
ENSG00000205755.13	1190490	1212723	0
ENSG00000198223.18	1268800	1310381	0
ENSG00000185291.12	1336616	1382689	0
ENSG00000169100.14	1386152	1392113	0
ENSG00000169093.16	1403139	1453762	0
ENSG00000182162.11	1462581	1537185	0
ENSG00000197976.12	1591604	1602520	0
ENSG00000196433.13	1615059	1643081	0
ENSG00000169084.15	2219506	2502805	0
ENSG00000214717.12	2486414	2500976	0
ENSG00000002586.20	2691187	2741309	0
ENSG00000124343.14	2752040	2816500	41
ENSG00000056998.21	2828822	2882818	122
ENSG00000006756.16	2903972	2929349	18
ENSG00000157399.17	2934045	2968475	27
ENSG00000205667.3	3006546	3034111	42
ENSG00000062096.15	3041471	3112727	60
ENSG00000101825.8	3308565	3346652	27
ENSG00000183943.6	3604340	3713649	87
ENSG00000146938.16	5840637	6228867	381
ENSG00000169059.13	6533618	6535118	0
ENSG00000130021.15	6667865	7148158	338
ENSG00000101846.9	7147237	7804358	408
ENSG00000182583.13	7842262	7844143	3
ENSG00000006757.12	7898247	7927739	18
ENSG00000177504.10	8169944	8171267	0
ENSG00000205642.11	8464830	8466510	1
ENSG00000011201.12	8528874	8732137	148
ENSG00000183304.10	8790795	8801383	1
ENSG00000177138.17	9024232	9295682	174
ENSG00000101849.18	9463320	9741037	213
ENSG00000101850.13	9725346	9786297	47
ENSG00000146950.13	9786429	9949443	214
ENSG00000234469.4	9967358	9968352	2
ENSG00000047644.20	10015254	10144474	92
ENSG00000073464.13	10156975	10237660	106
ENSG00000101871.18	10445310	10833654	62
ENSG00000291314.1	10566888	10576955	2
ENSG00000004961.15	11111301	11123086	2
ENSG00000047648.23	11117651	11665920	320
ENSG00000125363.14	11293413	11300761	1
ENSG00000005302.19	11758159	11775772	21
ENSG00000169933.17	11822423	12724523	1051
ENSG00000101911.13	12791355	12824222	49
ENSG00000196664.5	12867072	12890361	2
ENSG00000101916.12	12906620	12923169	21
ENSG00000205542.11	12975110	12977227	1
ENSG00000187268.12	13035617	13044682	3
ENSG00000123594.7	13318647	13320053	0
ENSG00000198759.12	13569601	13633575	65
ENSG00000176896.9	13653112	13681964	33
ENSG00000123595.8	13689128	13710504	28
ENSG00000196459.15	13712244	13734635	14
ENSG00000046651.16	13734743	13777955	12
ENSG00000046653.15	13770939	13938638	230
ENSG00000046647.14	14006726	14029893	24
ENSG00000101958.14	14529298	14731812	11
ENSG00000181544.16	14690388	14873255	25
ENSG00000130150.12	14873421	14922327	8
ENSG00000102048.16	15235288	15270467	3
ENSG00000165192.14	15281697	15315640	18
ENSG00000165195.16	15319452	15335554	16
ENSG00000165197.5	15345596	15384413	18
ENSG00000087842.11	15384799	15493564	162
ENSG00000102010.15	15464246	15556529	97
ENSG00000130234.13	15494566	15607236	80
ENSG00000285602.1	15561047	15675608	131
ENSG00000147003.7	15627318	15675012	77
ENSG00000169239.14	15688830	15788411	118
ENSG00000169249.14	15790156	15830694	49
ENSG00000182287.15	15825806	15854931	19
ENSG00000126010.6	16123565	16153518	20
ENSG00000182798.10	16167481	16171464	4
ENSG00000047230.15	16587999	16712936	122
ENSG00000169906.5	16650158	16654670	4
ENSG00000169895.6	16719612	16765340	36
ENSG00000086712.13	16786432	16844519	55
ENSG00000102054.18	16839283	16870362	35
ENSG00000169891.18	16946658	17153272	121
ENSG00000188158.17	17375200	17735994	157
ENSG00000047634.15	17737449	17754988	1
ENSG00000131831.18	17800049	17861337	10
ENSG00000177324.14	18162931	18220886	25
ENSG00000102098.19	18239313	18354688	17
ENSG00000008086.13	18425583	18653629	38
ENSG00000102104.9	18639688	18672108	33
ENSG00000086717.19	18675909	18827921	205
ENSG00000044446.12	18892298	18984114	12
ENSG00000173698.18	18989307	19122637	60
ENSG00000131828.14	19343893	19361718	4
ENSG00000180815.15	19360056	19515508	67
ENSG00000147010.19	19533977	19887600	49
ENSG00000173681.17	19912860	19991061	9
ENSG00000184368.16	20006713	20116907	13
ENSG00000173674.11	20124525	20141838	0
ENSG00000177189.14	20149911	20267519	14
ENSG00000149970.16	21372801	21654695	55
ENSG00000185915.5	21654690	21658330	0
ENSG00000091482.8	21705978	21758116	34
ENSG00000012174.12	21839617	21885423	5
ENSG00000230797.3	21855987	21858740	0
ENSG00000102172.16	21940709	21994837	55
ENSG00000102174.10	22032325	22494713	319
ENSG00000175809.6	22272913	22274461	0
ENSG00000184735.7	22999960	23003589	1
ENSG00000165186.12	23334849	23404374	70
ENSG00000123131.13	23664262	23686397	74
ENSG00000123130.17	23701055	23766475	163
ENSG00000130066.17	23783173	23786210	2
ENSG00000288706.1	23783278	23783367	0
ENSG00000184831.14	23833353	23907938	62
ENSG00000165182.12	23908006	23939509	13
ENSG00000174010.10	23983716	24027186	43
ENSG00000130741.11	24054946	24078810	22
ENSG00000005889.16	24149173	24216255	12
ENSG00000223611.7	24308210	24314069	1
ENSG00000223731.4	24360639	24367839	0
ENSG00000067992.17	24465244	24550466	29
ENSG00000102230.14	24558087	24672677	62
ENSG00000101868.13	24693873	24996986	68
ENSG00000004848.8	25003694	25016420	5
ENSG00000176774.6	26138343	26140736	2
ENSG00000232030.4	26160601	26162410	0
ENSG00000176746.6	26192440	26195646	1
ENSG00000188408.5	26216169	26218270	0
ENSG00000224960.5	27460207	27463341	3
ENSG00000189186.11	27590344	27749942	26
ENSG00000177689.10	27807990	27823014	9
ENSG00000226372.4	27977992	27981449	0
ENSG00000169306.11	28587446	29956718	1011
ENSG00000099399.6	30215563	30220089	15
ENSG00000198798.6	30230657	30237495	8
ENSG00000120289.12	30242000	30244187	2
ENSG00000214107.9	30243715	30252040	7
ENSG00000169297.8	30304206	30309390	3
ENSG00000120280.6	30558809	30577766	35
ENSG00000198814.14	30653359	30731462	64
ENSG00000157625.16	30827442	30975084	173
ENSG00000132446.7	31071233	31072041	0
ENSG00000198947.18	31097677	33339609	1990
ENSG00000185448.12	34129752	34132314	0
ENSG00000147027.4	34627075	34657285	4
ENSG00000189132.6	34942796	34944915	0
ENSG00000189023.11	35798342	35803772	0
ENSG00000165164.14	35919734	36385317	331
ENSG00000249467.2	36719829	36720573	1
ENSG00000198173.5	37008366	37011664	0
ENSG00000130962.18	37349309	37457292	13
ENSG00000250349.3	37349330	38687674	503
ENSG00000147036.12	37571569	37684463	11
ENSG00000047597.7	37685791	37732130	4
ENSG00000165168.9	37780018	37813461	6
ENSG00000165169.11	37836757	37847571	9
ENSG00000187516.7	37990779	37991314	0
ENSG00000229674.3	37994272	37994904	0
ENSG00000147041.12	38006553	38128819	34
ENSG00000101955.15	38149336	38220924	45
ENSG00000156313.15	38269163	38327544	44
ENSG00000036473.8	38352586	38421446	116
ENSG00000156298.13	38561542	38688920	36
ENSG00000165175.17	38801440	38806537	2
ENSG00000183337.18	40049815	40177329	69
ENSG00000182220.15	40579372	40606848	25
ENSG00000238205.4	40623428	40624136	0
ENSG00000185753.13	40626921	40647561	17
ENSG00000180182.11	40648305	40735858	69
ENSG00000124486.15	41085445	41236579	94
ENSG00000215301.11	41333348	41364472	31
ENSG00000188937.7	41447343	41475710	38
ENSG00000147044.23	41514934	41923554	298
ENSG00000171659.16	41688973	41697275	8
ENSG00000171657.6	41724181	41730130	6
ENSG00000102055.7	42777366	42778163	0
ENSG00000189221.11	43654907	43746817	78
ENSG00000069535.14	43766610	43882450	10
ENSG00000124479.11	43948776	43973395	33
ENSG00000183690.13	44147872	44343672	101
ENSG00000069509.6	44523639	44542859	8
ENSG00000189037.8	44844021	44844888	0
ENSG00000147050.18	44873188	45112779	49
ENSG00000147113.17	45148373	45200901	59
ENSG00000147121.16	46447292	46497422	41
ENSG00000251192.8	46497725	46545457	5
ENSG00000147119.4	46573765	46598496	3
ENSG00000065923.10	46599251	46759118	44
ENSG00000102218.6	46837043	46882358	8
ENSG00000102221.14	46912276	47061242	62
ENSG00000130988.13	47078355	47093314	6
ENSG00000147123.12	47142071	47145466	0
ENSG00000182872.16	47145221	47186813	10
ENSG00000130985.17	47190861	47215128	8
ENSG00000102225.17	47217860	47229997	2
ENSG00000102226.10	47232866	47248328	0
ENSG00000147117.8	47370578	47414498	14
ENSG00000147124.13	47445178	47483222	14
ENSG00000078061.14	47561205	47571908	0
ENSG00000008056.14	47571901	47619857	73
ENSG00000102265.12	47582408	47586789	6
ENSG00000126759.14	47623172	47630305	7
ENSG00000126767.18	47635521	47650604	6
