isoform_id	OTHER	SP_Sec_SPI	CS_Position	aa_removed	transcriptClevageAfter	genomicClevageAfter	has_signal_peptide
ENST00000674500.2	0.09366	0.90632	CS pos: 25-26. Pr: 0.7982	25	525	46537096	yes
ENST00000674743.1	2.85e-4	0.999687	CS pos: 30-31. Pr: 0.9735	30	703	85581941	yes
ENST00000675235.1	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	90	51028184	yes
ENST00000676460.1	1.97e-4	0.999765	CS pos: 20-21. Pr: 0.9759	20	169	32935499	yes
ENST00000676623.1	1.97e-4	0.999765	CS pos: 20-21. Pr: 0.9759	20	169	32935499	yes
ENST00000676628.1	2.52e-4	0.999717	CS pos: 18-19. Pr: 0.9791	18	310	169248972	yes
ENST00000676670.1	2.47e-4	0.999732	CS pos: 22-23. Pr: 0.9059	22	153	57599893	yes
ENST00000676751.1	3.12e-4	0.999637	CS pos: 15-16. Pr: 0.9681	15	93	150806761	yes
ENST00000676760.1	2.52e-4	0.999716	CS pos: 18-19. Pr: 0.9791	18	130	169248972	yes
ENST00000676777.1	2.03e-4	0.999763	CS pos: 21-22. Pr: 0.9643	21	200	108001708	yes
ENST00000676824.1	3.12e-4	0.999637	CS pos: 15-16. Pr: 0.9681	15	359	150806761	yes
ENST00000677342.1	0.331874	0.668116	CS pos: 40-41. Pr: 0.6014	40	180	154428812	yes
ENST00000677398.1	2.52e-4	0.999717	CS pos: 18-19. Pr: 0.9791	18	281	169248972	yes
ENST00000677722.1	2.89e-4	0.999701	CS pos: 22-23. Pr: 0.9697	22	308	42193120	yes
ENST00000677976.1	2.01e-4	0.999793	CS pos: 24-25. Pr: 0.9359	24	122	88337601	yes
ENST00000678242.1	2.04e-4	0.999794	CS pos: 17-18. Pr: 0.9840	17	301	11853404	yes
ENST00000678725.1	3.12e-4	0.99964	CS pos: 15-16. Pr: 0.9681	15	1022	150806761	yes
ENST00000678989.1	1.97e-4	0.999765	CS pos: 20-21. Pr: 0.9759	20	241	32935499	yes
ENST00000679173.1	2.03e-4	0.999763	CS pos: 21-22. Pr: 0.9643	21	252	108001708	yes
ENST00000679485.1	2.02e-4	0.999779	CS pos: 22-23. Pr: 0.9776	22	90	95693834	yes
ENST00000679738.1	2.87e-4	0.999693	CS pos: 33-34. Pr: 0.9764	33	662	230710752	yes
ENST00000679854.1	2.87e-4	0.999693	CS pos: 33-34. Pr: 0.9764	33	583	230710752	yes
ENST00000679915.1	2.86e-4	0.999675	CS pos: 27-28. Pr: 0.9672	27	293	93419261	yes
ENST00000680144.1	2.02e-4	0.999779	CS pos: 22-23. Pr: 0.9776	22	86	95693834	yes
ENST00000680224.1	2.86e-4	0.999675	CS pos: 27-28. Pr: 0.9672	27	328	93419261	yes
ENST00000680353.1	2.02e-4	0.999779	CS pos: 22-23. Pr: 0.9776	22	119	95693834	yes
ENST00000680746.1	2.14e-4	0.99975	CS pos: 24-25. Pr: 0.8723	24	695	2622261	yes
ENST00000680783.1	2.87e-4	0.999692	CS pos: 33-34. Pr: 0.9764	33	583	230710752	yes
ENST00000681127.1	2.02e-4	0.999779	CS pos: 22-23. Pr: 0.9776	22	119	95693834	yes
ENST00000681130.1	2.86e-4	0.999674	CS pos: 27-28. Pr: 0.9672	27	427	93419261	yes
ENST00000681248.1	3.56e-4	0.999632	CS pos: 20-21. Pr: 0.8480	20	208	51341151	yes
ENST00000681287.1	2.86e-4	0.999675	CS pos: 27-28. Pr: 0.9672	27	299	93419261	yes
ENST00000681306.1	2.14e-4	0.999754	CS pos: 24-25. Pr: 0.8723	24	209	2622261	yes
ENST00000681347.1	2.87e-4	0.999693	CS pos: 33-34. Pr: 0.9764	33	583	230710752	yes
ENST00000681401.1	2.81e-4	0.999685	CS pos: 25-26. Pr: 0.9799	25	351	103989282	yes
ENST00000681532.1	2.86e-4	0.999678	CS pos: 27-28. Pr: 0.9672	27	328	93419261	yes
ENST00000681618.1	2.14e-4	0.99975	CS pos: 24-25. Pr: 0.8723	24	152	2622261	yes
ENST00000681647.1	2.86e-4	0.999675	CS pos: 27-28. Pr: 0.9672	27	292	93419261	yes
ENST00000681669.1	0.294416	0.70557	CS pos: 49-50. Pr: 0.6149	49	440	223363279	yes
ENST00000681806.1	2.14e-4	0.999753	CS pos: 24-25. Pr: 0.8723	24	221	2622261	yes
ENST00000681975.1	0.118346	0.881613	CS pos: 31-32. Pr: 0.8126	31	478	101399370	yes
ENST00000682052.1	0.118346	0.88161	CS pos: 31-32. Pr: 0.8126	31	478	101399370	yes
ENST00000682300.1	3.87e-4	0.999594	CS pos: 22-23. Pr: 0.9398	22	716	157799428	yes
ENST00000682407.1	2.57e-4	0.999712	CS pos: 20-21. Pr: 0.9791	20	602	102866255	yes
ENST00000682556.1	1.97e-4	0.999774	CS pos: 25-26. Pr: 0.9767	25	281	126023402	yes
ENST00000682704.1	2.48e-4	0.999731	CS pos: 26-27. Pr: 0.9657	26	492	125349462	yes
ENST00000682716.1	0.118346	0.88161	CS pos: 31-32. Pr: 0.8126	31	478	101399370	yes
ENST00000682726.1	6.06e-4	0.999374	CS pos: 22-23. Pr: 0.9692	22	246	17973816	yes
ENST00000682823.1	0.118346	0.88161	CS pos: 31-32. Pr: 0.8126	31	478	101399370	yes
ENST00000682834.1	1.97e-4	0.999779	CS pos: 25-26. Pr: 0.9768	25	264	126023402	yes
ENST00000682927.1	2.11e-4	0.999779	CS pos: 26-27. Pr: 0.9763	26	170	66170639	yes
ENST00000682979.1	0.003527	0.996463	CS pos: 30-31. Pr: 0.6399	30	719	113249892	yes
ENST00000683049.1	2.11e-4	0.999779	CS pos: 26-27. Pr: 0.9763	26	336	66170639	yes
ENST00000683122.1	0.001242	0.99875100000000006	CS pos: 29-30. Pr: 0.9686	29	106	9934525	yes
ENST00000683127.1	0.001242	0.99876	CS pos: 29-30. Pr: 0.9686	29	687	9934525	yes
ENST00000683129.1	5.53e-4	0.999419	CS pos: 35-36. Pr: 0.8407	35	514	85621619	yes
ENST00000683431.1	4.72e-4	0.999503	CS pos: 29-30. Pr: 0.3197	29	131	12008496	yes
ENST00000683487.1	3.87e-4	0.999594	CS pos: 22-23. Pr: 0.9398	22	597	157799428	yes
ENST00000683747.1	0.118346	0.88161	CS pos: 31-32. Pr: 0.8126	31	478	101399370	yes
ENST00000683758.1	7.15e-4	0.999285	CS pos: 23-24. Pr: 0.9614	23	253	70282984	yes
ENST00000683815.1	1.76e-4	0.999807	CS pos: 21-22. Pr: 0.9748	21	804	38457384	yes
ENST00000683891.1	0.001242	0.99876	CS pos: 29-30. Pr: 0.9686	29	676	9934525	yes
ENST00000683911.1	4.53e-4	0.999531	CS pos: 14-15. Pr: 0.9699	14	1777	66739343	yes
ENST00000683916.1	0.299318	0.700672	CS pos: 24-25. Pr: 0.3648	24	850	102344591	yes
ENST00000683970.1	0.001242	0.99876	CS pos: 29-30. Pr: 0.9686	29	696	9934525	yes
ENST00000683980.2	7.15e-4	0.999285	CS pos: 23-24. Pr: 0.9614	23	214	70282984	yes
ENST00000684071.1	2.11e-4	0.999779	CS pos: 26-27. Pr: 0.9763	26	733	66170639	yes
ENST00000684078.1	1.97e-4	0.999774	CS pos: 25-26. Pr: 0.9767	25	200	126023402	yes
ENST00000684275.1	2.32e-4	0.999755	CS pos: 15-16. Pr: 0.9802	15	59	103571647	yes
ENST00000684279.1	0.118346	0.881613	CS pos: 31-32. Pr: 0.8126	31	478	101399370	yes
ENST00000684291.1	0.001242	0.99876	CS pos: 29-30. Pr: 0.9686	29	687	9934525	yes
ENST00000684348.1	3.87e-4	0.999589	CS pos: 22-23. Pr: 0.9398	22	387	157799428	yes
ENST00000684450.1	2.89e-4	0.999664	CS pos: 26-27. Pr: 0.9749	26	1230	87976943	yes
ENST00000684463.1	0.001064	0.99891	CS pos: 23-24. Pr: 0.9258	23	177	128536247	yes
ENST00000684493.1	0.001242	0.99876	CS pos: 29-30. Pr: 0.9686	29	154	9934525	yes
ENST00000684529.1	2.57e-4	0.999712	CS pos: 20-21. Pr: 0.9791	20	477	102866255	yes
ENST00000684725.1	6.06e-4	0.999374	CS pos: 22-23. Pr: 0.9692	22	250	17973816	yes
ENST00000686314.1	4.04e-4	0.999574	CS pos: 24-25. Pr: 0.9698	24	175	43746611	yes
ENST00000686402.1	4.04e-4	0.999574	CS pos: 24-25. Pr: 0.9698	24	207	43746611	yes
ENST00000686496.1	0.001403	0.998543	CS pos: 31-32. Pr: 0.9599	31	1444	84670841	yes
ENST00000686599.1	2.41e-4	0.999743	CS pos: 22-23. Pr: 0.9723	22	171	128883311	yes
ENST00000687148.1	0.001403	0.998544	CS pos: 31-32. Pr: 0.9599	31	539	84670841	yes
ENST00000687470.1	0.007787	0.992204	CS pos: 37-38. Pr: 0.9110	37	455	71147860	yes
ENST00000687596.1	0.001403	0.998543	CS pos: 31-32. Pr: 0.9599	31	979	84670841	yes
ENST00000687794.1	4.04e-4	0.999574	CS pos: 24-25. Pr: 0.9698	24	218	43746611	yes
ENST00000688333.1	0.001403	0.998544	CS pos: 31-32. Pr: 0.9599	31	1026	84670841	yes
ENST00000688667.1	3.11e-4	0.999657	CS pos: 21-22. Pr: 0.9578	21	96	19251447	yes
ENST00000688720.1	0.017313	0.982681	CS pos: 24-25. Pr: 0.9450	24	311	47757292	yes
ENST00000689651.1	0.001403	0.998544	CS pos: 31-32. Pr: 0.9599	31	1207	84670841	yes
ENST00000690281.1	0.001403	0.998543	CS pos: 31-32. Pr: 0.9599	31	731	84670841	yes
ENST00000690286.1	2.72e-4	0.999712	CS pos: 22-23. Pr: 0.9486	22	180	34655283	yes
ENST00000691519.1	4.94e-4	0.999458	CS pos: 33-34. Pr: 0.9542	33	335	236281685	yes
ENST00000691586.1	0.169682	0.830311	CS pos: 23-24. Pr: 0.7810	23	128	178478431	yes
ENST00000691788.1	0.001403	0.998544	CS pos: 31-32. Pr: 0.9599	31	758	84670841	yes
ENST00000692181.1	0.001403	0.998539	CS pos: 31-32. Pr: 0.9599	31	1207	84670841	yes
ENST00000692291.1	2.72e-4	0.999712	CS pos: 22-23. Pr: 0.9486	22	114	34655283	yes
ENST00000692389.1	0.001403	0.998544	CS pos: 31-32. Pr: 0.9599	31	1444	84670841	yes
ENST00000692774.1	2.34e-4	0.999776	CS pos: 31-32. Pr: 0.9752	31	337	618060	yes
ENST00000692800.1	0.007787	0.992204	CS pos: 37-38. Pr: 0.9110	37	455	71147860	yes
ENST00000692905.1	0.007787	0.992204	CS pos: 37-38. Pr: 0.9110	37	455	71147860	yes
ENST00000693313.1	0.001403	0.998544	CS pos: 31-32. Pr: 0.9599	31	665	84670841	yes
ENST00000693539.1	0.001403	0.998544	CS pos: 31-32. Pr: 0.9599	31	1207	84670841	yes
ENST00000695561.1	0.001349	0.998579	CS pos: 29-30. Pr: 0.9576	29	412	70289351	yes
ENST00000695844.1	3.66e-4	0.999603	CS pos: 18-19. Pr: 0.9485	18	233	109801918	yes
ENST00000695845.1	3.66e-4	0.999619	CS pos: 18-19. Pr: 0.9485	18	232	109801918	yes
ENST00000695919.1	0.260673	0.739289	CS pos: 30-31. Pr: 0.5745	30	1144	30721512	yes
ENST00000695920.1	0.260673	0.739289	CS pos: 30-31. Pr: 0.5745	30	1144	30721512	yes
ENST00000695921.1	0.260673	0.739289	CS pos: 30-31. Pr: 0.5745	30	1144	30721512	yes
ENST00000695922.1	0.260673	0.739289	CS pos: 30-31. Pr: 0.5745	30	1144	30721512	yes
ENST00000696226.1	0.001939	0.998035	CS pos: 29-30. Pr: 0.8942	29	202	17209591	yes
ENST00000696593.1	2.27e-4	0.999741	CS pos: 21-22. Pr: 0.9801	21	750	77098015	yes
ENST00000696630.1	0.482312	0.517674	CS pos: 33-34. Pr: 0.4807	33	368	75937592	yes
ENST00000696743.1	0.002949	0.997009	CS pos: 25-26. Pr: 0.2445	25	247	89003073	yes
ENST00000696774.1	0.002949	0.997009	CS pos: 25-26. Pr: 0.2445	25	297	89003073	yes
ENST00000696779.1	0.004536	0.995434	CS pos: 25-26. Pr: 0.2770	25	257	89003073	yes
ENST00000696995.1	0.002949	0.997009	CS pos: 25-26. Pr: 0.2445	25	257	89003073	yes
ENST00000698837.1	3.17e-4	0.999658	CS pos: 30-31. Pr: 0.9760	30	703	72000412	yes
ENST00000698838.1	3.17e-4	0.999658	CS pos: 30-31. Pr: 0.9760	30	821	72000412	yes
ENST00000698839.1	3.17e-4	0.999658	CS pos: 30-31. Pr: 0.9760	30	393	72000412	yes
ENST00000698840.1	3.17e-4	0.999658	CS pos: 30-31. Pr: 0.9760	30	949	72000412	yes
ENST00000699526.1	2.76e-4	0.999683	CS pos: 33-34. Pr: 0.9784	33	202	160344735	yes
ENST00000699531.1	2.76e-4	0.999683	CS pos: 33-34. Pr: 0.9784	33	180	160344735	yes
ENST00000699534.1	2.76e-4	0.999683	CS pos: 33-34. Pr: 0.9784	33	180	160344735	yes
ENST00000699569.1	0.002317	0.997663	CS pos: 31-32. Pr: 0.9579	31	239	108074559	yes
ENST00000699577.1	0.002317	0.997663	CS pos: 31-32. Pr: 0.9579	31	230	108074559	yes
ENST00000699578.1	0.002317	0.997663	CS pos: 31-32. Pr: 0.9579	31	230	108074559	yes
ENST00000699582.1	0.002317	0.997663	CS pos: 31-32. Pr: 0.9579	31	193	108074559	yes
ENST00000700087.1	5.67e-4	0.999425	CS pos: 22-23. Pr: 0.9710	22	187	33325121	yes
ENST00000700301.1	5.67e-4	0.999425	CS pos: 22-23. Pr: 0.9710	22	187	33325121	yes
ENST00000700429.1	0.444751	0.55524	CS pos: 26-27. Pr: 0.4882	26	312	33243695	yes
ENST00000703405.1	1.76e-4	0.999807	CS pos: 21-22. Pr: 0.9748	21	1005	38457384	yes
ENST00000703515.1	5.67e-4	0.999425	CS pos: 22-23. Pr: 0.9710	22	200	33325121	yes
ENST00000703522.1	2.51e-4	0.999711	CS pos: 25-26. Pr: 0.9747	25	581	146160915	yes
ENST00000703523.1	2.51e-4	0.99971	CS pos: 25-26. Pr: 0.9747	25	581	146160915	yes
ENST00000703525.1	2.51e-4	0.99971	CS pos: 25-26. Pr: 0.9747	25	270	146160915	yes
ENST00000703556.1	5.67e-4	0.999425	CS pos: 22-23. Pr: 0.9710	22	200	33325121	yes
ENST00000703837.1	0.350324	0.649662	CS pos: 38-39. Pr: 0.3324	38	149	43359068	yes
ENST00000705391.1	0.004376	0.995597	CS pos: 32-33. Pr: 0.5952	32	330	70168327	yes
ENST00000705983.1	2.27e-4	0.999742	CS pos: 21-22. Pr: 0.9801	21	745	77098015	yes
ENST00000706523.1	4.47e-4	0.999557	CS pos: 21-22. Pr: 0.8892	21	102	108498304	yes
ENST00000706626.1	2.51e-4	0.99971	CS pos: 25-26. Pr: 0.9747	25	315	146160915	yes
ENST00000706745.1	2.36e-4	0.999747	CS pos: 26-27. Pr: 0.9773	26	183	48900874	yes
ENST00000707078.1	0.229483	0.770501	CS pos: 38-39. Pr: 0.7171	38	427	100746281	yes
ENST00000710654.1	3.05e-4	0.999642	CS pos: 28-29. Pr: 0.5093	28	100	100993322	yes
