"gene","gene_name","stage","direction","median_gc_pct","median_tx_length","logFC","FDR"
"ENSG00000065621","GSTO2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",47.53,1391,1.61919743220431,1.97452033045189e-05
"ENSG00000111247","RAD51AP1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",38.23,814,2.38246791746563,1.99145942240215e-05
"ENSG00000149218","ENDOD1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",45.32,4651,-2.59424175138702,1.99474945594515e-05
"ENSG00000167523","SPATA33","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",59.79,1378.5,1.50083631146959,1.99492633608517e-05
"ENSG00000126860","EVI2A","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",35.22,1860,3.5755226748826,1.99492633608517e-05
"ENSG00000146243","IRAK1BP1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.28,1510.5,1.90394284965879,2.01033519240533e-05
"ENSG00000131409","LRRC4B","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",67.32,2988.5,5.12086226459463,2.01033519240533e-05
"ENSG00000041880","PARP3","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",58.68,1952,-1.88407067811567,2.01070996809476e-05
"ENSG00000189067","LITAF","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",56.32,593,-1.462177184319,2.01962366487285e-05
"ENSG00000243943","ZNF512","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",44.87,3466,-1.29568286168045,2.01962366487285e-05
"ENSG00000213782","DDX47","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",43.86,836,-1.82733995667032,2.02423217885428e-05
"ENSG00000167220","HDHD2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",47.74,569,-1.33482115552654,2.02496427140327e-05
"ENSG00000213923","CSNK1E","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",60.48,996,1.32851712676878,2.03721415721928e-05
"ENSG00000110628","SLC22A18","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",64.92,831,-2.19687835370613,2.03805025139955e-05
"ENSG00000172831","CES2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",58.49,847,-1.05511950476597,2.04497070883969e-05
"ENSG00000087266","SH3BP2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",61.35,855,1.74633429626116,2.05497919929091e-05
"ENSG00000023572","GLRX2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",40.1,952.5,1.35190591213999,2.05497919929091e-05
"ENSG00000105507","CABP5","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",48.11,1075,3.78141922273313,2.06006304268325e-05
"ENSG00000254469","XNDC1N","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",46.87,659,1.81669166686003,2.06154978983972e-05
"ENSG00000198246","SLC29A3","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",56.76,2378.5,-2.28429644799383,2.06357189172396e-05
"ENSG00000133142","TCEAL4","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",49.49,925,1.61574222623461,2.06951286828568e-05
"ENSG00000107796","ACTA2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",50.71,1655.5,-7.03868326769832,2.08399840215092e-05
"ENSG00000138944","SHISAL1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",53.04,6853,2.25079077444443,2.08723461700542e-05
"ENSG00000146072","TNFRSF21","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",50.93,3595,-2.55281798887764,2.09158865566206e-05
"ENSG00000124155","PIGT","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",56.89,1971,-2.05714172732416,2.09158865566206e-05
"ENSG00000104112","SCG3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.29,2163,2.31254754774183,2.09684508609598e-05
"ENSG00000163430","FSTL1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",46.51,1396,-2.75852080232038,2.1029650678929e-05
"ENSG00000123352","SPATS2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",45.16,570,1.25549107393007,2.10341265690087e-05
"ENSG00000198865","CCDC152","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",34.3,2365,2.27358458614136,2.10341265690087e-05
"ENSG00000143228","NUF2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.18,873,2.59074317562386,2.10420103128058e-05
"ENSG00000196419","XRCC6","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",49.07,2064,-1.47417065618055,2.10432918908188e-05
"ENSG00000116649","SRM","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",64.11,578,2.41155635806107,2.10432918908188e-05
"ENSG00000049656","CLPTM1L","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",54.3,629.5,1.42520560930388,2.11011139760518e-05
"ENSG00000158773","USF1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",54.44,990,-1.85995788549095,2.11011139760518e-05
"ENSG00000143947","RPS27A","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",45.41,593.5,1.51088576683637,2.11011139760518e-05
"ENSG00000127955","GNAI1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",39.65,2467.5,-1.62009354235521,2.11011139760518e-05
"ENSG00000115295","CLIP4","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.76,3935,1.37059087410319,2.11011139760518e-05
"ENSG00000114573","ATP6V1A","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",41.98,2605.5,-1.26899596481974,2.11011139760518e-05
"ENSG00000126464","PRR12","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",63.93,3840.5,5.24118530016841,2.11710367408313e-05
"ENSG00000161939","RNASEK-C17orf49","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",60.13,1281,1.662227583532,2.11945905943379e-05
"ENSG00000163605","PPP4R2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",43.04,824,2.89180052192184,2.12328759546852e-05
"ENSG00000118200","CAMSAP2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.22,2585.5,1.63112459074471,2.13108506696407e-05
"ENSG00000139343","SNRPF","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.23,757,1.52005878939979,2.13129754011993e-05
"ENSG00000151148","UBE3B","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",51.21,2006,-1.59332972459249,2.14566445237449e-05
"ENSG00000142347","MYO1F","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",58.46,627.5,2.80580340329492,2.14566445237449e-05
"ENSG00000130517","PGPEP1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",56.94,769,1.61161784942715,2.15193830700244e-05
"ENSG00000164970","FAM219A","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",58.42,3580.5,3.45369540039231,2.1536390438943e-05
"ENSG00000161905","ALOX15","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",57.71,1390.5,4.2396355200583,2.1536390438943e-05
"ENSG00000116688","MFN2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",53.54,4352,-1.7151891856285,2.1536390438943e-05
"ENSG00000138600","SPPL2A","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.79,2705.5,1.60542491425132,2.1536390438943e-05
"ENSG00000188352","FOCAD","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",43.64,591.5,-1.69773593724179,2.16118971933961e-05
"ENSG00000127580","WDR24","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",63.95,3003,-1.97809031189519,2.16312907008064e-05
"ENSG00000177732","SOX12","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",62.19,4673,3.14582596985359,2.1648922434625e-05
"ENSG00000136770","DNAJC1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",53.99,682,1.59745963084179,2.16969574094069e-05
"ENSG00000171503","ETFDH","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",40.16,4072,1.15693356507379,2.17045886498499e-05
"ENSG00000185386","MAPK11","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",62.98,1960.5,3.01173551160881,2.17362252153754e-05
"ENSG00000111142","METAP2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",40.39,1779,1.18272151943754,2.17362252153754e-05
"ENSG00000112541","PDE10A","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",44.89,3745,2.00883053651584,2.18107756960812e-05
"ENSG00000188171","ZNF626","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",37.23,1123,1.46848261746456,2.18107756960812e-05
"ENSG00000143374","TARS2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",54.99,850,-1.1579545872471,2.18203106468376e-05
"ENSG00000167671","UBXN6","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",63.86,1208,1.42183095949596,2.18705815660659e-05
"ENSG00000067113","PLPP1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",51.74,824,-2.35316666376603,2.18705815660659e-05
"ENSG00000147955","SIGMAR1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",59.44,1582,-2.44852850974081,2.19180631747459e-05
"ENSG00000118181","RPS25","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",49.26,609.5,1.47937647412489,2.19211184232865e-05
"ENSG00000173915","ATP5MK","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",44.09,635,1.57246435176535,2.19211184232865e-05
"ENSG00000168397","ATG4B","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",56.75,741.5,-1.38174329018843,2.19682806182845e-05
"ENSG00000176986","SEC24C","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",53.14,3424,-2.10296634719261,2.19938568721808e-05
"ENSG00000214654","B3GALT9","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",42.44,2617.5,2.21843981656553,2.20073873333432e-05
"ENSG00000063177","RPL18","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",58.23,678.5,1.29578241611722,2.20073873333432e-05
"ENSG00000008282","SYPL1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",39.29,1052,-1.69347841131359,2.20278652251147e-05
"ENSG00000165671","NSD1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",47.41,3110,1.38203573527587,2.20416047145725e-05
"ENSG00000173404","INSM1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",63.18,2846,3.42811727456089,2.20416047145725e-05
"ENSG00000178695","KCTD12","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",43.65,6231,3.00548489643566,2.20497645165919e-05
"ENSG00000162669","HFM1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",34.55,1699,1.86798983439632,2.21372298788357e-05
"ENSG00000147799","ARHGAP39","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",65.17,4697,3.1675951562542,2.21492481411812e-05
"ENSG00000244038","DDOST","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",52.91,766,-1.80679198807938,2.21492481411812e-05
"ENSG00000163602","RYBP","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",38.41,5077.5,2.06428110029071,2.21492481411812e-05
"ENSG00000179832","MROH1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",62.87,3673,-2.00119602951027,2.2170826026419e-05
"ENSG00000288593","ENSG00000288593","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",65.34,453,2.99737739233531,2.21745525265493e-05
"ENSG00000132005","RFX1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",65.69,848,3.23251245989269,2.21968184704972e-05
"ENSG00000155330","C16orf87","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.57,3759.5,1.30085271075577,2.22954194151291e-05
"ENSG00000142538","PTH2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",71.15,454,2.58107431299388,2.22954194151291e-05
"ENSG00000205683","DPF3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",50.85,565.5,2.23327938188027,2.22954194151291e-05
"ENSG00000118160","SLC8A2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",62.05,633,3.62295633955771,2.23673575286995e-05
"ENSG00000158864","NDUFS2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",51.92,2054.5,-1.65834395627174,2.23753846344035e-05
"ENSG00000115275","MOGS","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",61.15,2400,-1.34856005364841,2.24465986200373e-05
"ENSG00000197948","FCHSD1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",58.94,1639.5,2.39375814163873,2.24574367052234e-05
"ENSG00000183317","EPHA10","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",61.1,2000,2.51011700670779,2.24807171027602e-05
"ENSG00000056998","GYG2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",54.61,1225.5,-2.0775469230803,2.24976870738838e-05
"ENSG00000122218","COPA","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",47.08,4239,-1.87683247528016,2.24976870738838e-05
"ENSG00000099864","PALM","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",66.21,2137,1.8942246988035,2.26315558387494e-05
"ENSG00000112182","BACH2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",53.43,689,2.61882963494547,2.2664407231643e-05
"ENSG00000140987","ZSCAN32","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",50.31,1746,-1.23853163514652,2.26757805142452e-05
"ENSG00000151348","EXT2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",46.09,4928,-1.11978392629198,2.26757805142452e-05
"ENSG00000065154","OAT","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",42.23,698.5,-1.60122179530276,2.27107560144737e-05
"ENSG00000068878","PSME4","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.86,886,1.28567353714429,2.27816050368808e-05
"ENSG00000115216","NRBP1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",51.65,813,-1.60187316887099,2.27873254307616e-05
"ENSG00000109113","RAB34","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",57.19,901,-2.28146992136841,2.29085186608556e-05
"ENSG00000010256","UQCRC1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",58.37,854.5,-1.92207045846903,2.29453397204504e-05
"ENSG00000101489","CELF4","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",59.44,989,1.9565081310459,2.31978353635064e-05
"ENSG00000164068","RNF123","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",59.24,817.5,-1.71978833991694,2.33128295011005e-05
"ENSG00000198373","WWP2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",56.24,613,-1.29778518803158,2.33514663729183e-05
"ENSG00000173285","OR10K1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",42.2,2121,3.58302071453259,2.34800621222605e-05
"ENSG00000160584","SIK3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",50.52,3054,2.46680592341612,2.3513084590092e-05
"ENSG00000163138","PACRGL","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",47.3,810,1.37202792990677,2.35206603373972e-05
"ENSG00000151917","BEND6","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.72,1656,3.68357744665947,2.36120330302536e-05
"ENSG00000221829","FANCG","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",55.64,2382.5,-1.59664339777417,2.36120330302536e-05
"ENSG00000198728","LDB1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",58.04,2111.5,2.26551246577207,2.3662726365925e-05
"ENSG00000118564","FBXL5","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",40.11,679,-1.26594452277451,2.37659898576206e-05
"ENSG00000075399","VPS9D1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",64.32,775,2.29097567368431,2.37730227942002e-05
"ENSG00000196850","PPTC7","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",42.72,3232.5,2.16134835451349,2.38206895676576e-05
"ENSG00000008283","CYB561","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",62.27,877,-1.80263663434245,2.38206895676576e-05
"ENSG00000170275","CRTAP","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",49.51,1811,-1.76090297459483,2.38707902754271e-05
"ENSG00000167703","SLC43A2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",59.79,769,1.71379885136071,2.40839338188639e-05
"ENSG00000113621","TXNDC15","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",43.91,835,1.08986944395611,2.41705179588041e-05
"ENSG00000124225","PMEPA1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",56.04,2689,2.45081399214904,2.41873916727979e-05
"ENSG00000106258","CYP3A5","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",43.93,1625,1.52368070931543,2.42333512039292e-05
"ENSG00000128595","CALU","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",41.14,4238,-1.52084319624314,2.42468840972036e-05
"ENSG00000180096","SEPTIN1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",59.31,1080,3.1143064769569,2.42873984411125e-05
"ENSG00000108852","MPP2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",60.59,849,-1.91611640277693,2.43357799178068e-05
"ENSG00000183049","CAMK1D","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",52.53,1578,2.30789955866247,2.44040743529529e-05
"ENSG00000172638","EFEMP2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",60.82,666,-1.5251233264851,2.44040743529529e-05
"ENSG00000165995","CACNB2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",44.95,2750,1.99171787954563,2.45303799182222e-05
"ENSG00000109047","RCVRN","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",53.14,1589,3.65017214582042,2.46352458672351e-05
"ENSG00000288722","F8A1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",64.67,1707,3.29658811369993,2.46407014149814e-05
"ENSG00000196503","ARL9","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",43.61,1447,3.81740874037602,2.46407014149814e-05
"ENSG00000036828","CASR","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",49.53,4512,2.50548354045847,2.47082750217084e-05
"ENSG00000182310","SPACA6","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",59.64,660,1.95608037438949,2.48533988388213e-05
"ENSG00000112658","SRF","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",60.77,4231,2.5476655366568,2.49261961528296e-05
"ENSG00000129691","ASH2L","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",47.48,1422.5,-1.30539016769704,2.49517923897752e-05
"ENSG00000143862","ARL8A","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",56.46,1079,4.47224269722405,2.49829489768304e-05
"ENSG00000033122","LRRC7","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",37.81,1631.5,2.6397661667637,2.50140028096159e-05
"ENSG00000156475","PPP2R2B","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",45.27,609,2.61758793365284,2.51278250724803e-05
"ENSG00000081692","JMJD4","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",61.62,2484,-1.38322165570933,2.51362373268538e-05
"ENSG00000049089","COL9A2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",66.68,672.5,-3.67618495713067,2.51419059282336e-05
"ENSG00000101417","PXMP4","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",56.62,989,1.55509471817835,2.52759403502901e-05
"ENSG00000177830","CHID1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",59.49,793,-2.1254987304621,2.52759403502901e-05
"ENSG00000132155","RAF1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",49.29,3032.5,-1.05733906669583,2.52808291689873e-05
"ENSG00000005486","RHBDD2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",59.81,803,-2.02291957391663,2.52961790978526e-05
"ENSG00000124479","NDP","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",45.23,1719,-2.513497511732,2.54269542401928e-05
"ENSG00000158669","GPAT4","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",51.05,870,-1.17848768552879,2.54540297071965e-05
"ENSG00000184117","NIPSNAP1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",54.23,630.5,-1.32463672210079,2.56000763829663e-05
"ENSG00000132680","KHDC4","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",48.14,988,1.92451517909027,2.56000763829663e-05
"ENSG00000186020","ZNF529","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.19,582,2.11786072538276,2.56000763829663e-05
"ENSG00000137876","RSL24D1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",36.39,1670,1.02096528420786,2.57211461917648e-05
"ENSG00000075391","RASAL2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",44.88,6114,1.78427420300986,2.57574711281131e-05
"ENSG00000130813","SHFL","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",59,1461,-1.2866565025084,2.58129627058983e-05
"ENSG00000197323","TRIM33","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.4,2083.5,1.54953581379035,2.58319338701566e-05
"ENSG00000141510","TP53","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",52.82,2404,1.51525683420054,2.58319338701566e-05
"ENSG00000172586","CHCHD1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",45.62,1026,1.46858578646898,2.58319338701566e-05
"ENSG00000055163","CYFIP2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",53.87,915,-1.38958726426727,2.58990272369265e-05
"ENSG00000119333","DYNC2I2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",66.75,773,-2.39717992715953,2.58990272369265e-05
"ENSG00000256646","ENSG00000256646","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",45.44,2566,-2.00591274844959,2.58990272369265e-05
"ENSG00000161677","JOSD2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",68.15,658,1.68606678220518,2.60050889809913e-05
"ENSG00000155393","HEATR3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",44.97,1992.5,2.34904100093608,2.60474833065899e-05
"ENSG00000163728","TTC14","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",37.99,836,1.19316553803323,2.60858007050569e-05
"ENSG00000180921","FAM83H","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",66.29,5632,3.11868437801918,2.61421078294003e-05
"ENSG00000125818","PSMF1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",50.73,704,-1.22678935447981,2.61864816443169e-05
"ENSG00000152056","AP1S3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",40.16,1503,2.52818796090548,2.61864816443169e-05
"ENSG00000138085","ATRAID","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",50.37,586.5,-1.88252692216026,2.61864816443169e-05
"ENSG00000204428","LY6G5C","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",54.42,836,2.69896894811222,2.62181103562223e-05
"ENSG00000104299","INTS9","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",49.07,692,-1.31840696627486,2.62388352397653e-05
"ENSG00000131669","NINJ1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",63.07,861,-2.24543411419297,2.62388352397653e-05
"ENSG00000148297","MED22","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",60.71,933,-1.44658528091531,2.62388352397653e-05
"ENSG00000072274","TFRC","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",40.88,4706.5,-1.78349755414606,2.63275107490518e-05
"ENSG00000149782","PLCB3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",61.52,4069,2.49713774893143,2.64100324254205e-05
"ENSG00000213588","ZBTB9","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",55.07,624,-1.31860277010107,2.64100324254205e-05
"ENSG00000127325","BEST3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",45.48,1346.5,3.45349676827875,2.64100324254205e-05
"ENSG00000138592","USP8","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",40.72,652,1.0372376108258,2.64458385988351e-05
"ENSG00000147996","ZNG1E","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",38.31,1234,1.53150723811834,2.64777267027781e-05
"ENSG00000129625","REEP5","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",48.1,1139,-1.774767721301,2.65247301110019e-05
"ENSG00000141985","SH3GL1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",60.95,1220,2.25342054028996,2.67699725326844e-05
"ENSG00000064225","ST3GAL6","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.85,715,2.01762588132949,2.68076172334354e-05
"ENSG00000144712","CAND2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",60.8,2600,-2.21616009208608,2.68266083786343e-05
"ENSG00000100364","KIAA0930","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",59.54,712.5,1.91665158128743,2.68741425336069e-05
"ENSG00000147255","IGSF1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",51.47,1786,-3.11710935039912,2.69554602808389e-05
"ENSG00000204713","TRIM27","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",47.13,1813,-1.02173950736808,2.69565243859368e-05
"ENSG00000157020","SEC13","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",54.56,782,-1.70080752109928,2.69565243859368e-05
"ENSG00000093072","ADA2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",50.55,3327,2.15537800778375,2.70264956594449e-05
"ENSG00000107864","CPEB3","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",42.14,7664,1.82457432794101,2.71208263291208e-05
"ENSG00000121653","MAPK8IP1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",64.27,3050,2.36063771713995,2.72433190755997e-05
"ENSG00000161542","PRPSAP1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",48.48,912,-1.40478208538962,2.73006978478304e-05
"ENSG00000197563","PIGN","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.44,3184,1.35516763272255,2.73711278324461e-05
"ENSG00000206530","CFAP44","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",41.1,721,1.91258440225552,2.73898490765479e-05
"ENSG00000129596","CDO1","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",44.38,654.5,-1.96920642608268,2.74099623686855e-05
"ENSG00000125841","NRSN2","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",59.98,779,-1.34757164334567,2.74173259192833e-05
"ENSG00000088826","SMOX","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",59.6,1325.5,-2.08882907516444,2.74783390075132e-05
"ENSG00000157578","LCA5L","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",40.06,808,2.13871780977317,2.74783390075132e-05
"ENSG00000222036","POTEM","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",46.73,2073,3.6777379353935,2.74906742621445e-05
"ENSG00000126062","TMEM115","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",62.65,2107,-1.91312208963016,2.74996923324965e-05
"ENSG00000014914","MTMR11","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",52.47,2126,-2.65923549422492,2.75227756739039e-05
"ENSG00000119778","ATAD2B","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",39.89,867,1.48073967654076,2.75773031470367e-05
"ENSG00000172725","CORO1B","Stage 3 (LR D200 vs SR D180+D280)","Down in long read",64.26,1099,-1.28014609490615,2.75842594569258e-05
"ENSG00000122490","SLC66A2","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",63.11,860.5,2.75749244595642,2.76058420651338e-05
"ENSG00000162946","DISC1","Stage 3 (LR D200 vs SR D180+D280)","Up in long read",53.09,2621,3.18212557411854,2.7638177205805e-05
