isoform_id	EP1-BRN3B-RO	EP1-WT_ROs_D45	EP1-WT_hRO_2	H9-BRN3B-RO	H9-CRX_ROs_D45
transcript86899.chr14.nnic	25	15	10	20	15
transcript86901.chr14.nnic	121	32	55	67	23
transcript86903.chr14.nnic	54	33	20	32	30
transcript90083.chr14.nnic	14	1	0	3	4
transcript90307.chr14.nic	10	20	0	15	13
transcript9281.chr14.nnic	297	111	172	277	110
transcript94561.chr14.nic	6	4	1	7	4
transcript99456.chr14.nic	10	1	3	3	7
ENST00000220478.8	333	218	225	435	116
ENST00000254193.11	215	398	142	168	316
ENST00000263801.7	39	54	6	26	41
ENST00000267970.9	123	85	53	92	80
ENST00000288398.10	16	6	8	19	11
ENST00000299213.10	14	20	16	35	26
ENST00000311669.12	25	33	9	20	28
ENST00000322954.11	76	33	34	55	37
ENST00000326828.6	184	98	71	331	70
ENST00000329713.5	29	71	14	25	44
ENST00000331200.8	72	86	38	45	61
ENST00000331497.3	273	476	192	174	234
ENST00000332496.10	45	26	2	45	39
ENST00000334895.10	14	8	19	22	10
ENST00000344870.4	74	81	26	112	104
ENST00000348639.7	12	8	12	15	9
ENST00000358278.7	31	205	35	45	404
ENST00000361188.9	18	75	7	3	68
ENST00000379095.5	813	568	746	743	283
ENST00000394249.8	52	121	34	9	120
ENST00000403994.9	1	1	5	1	5
ENST00000404484.9	6	5	1	1	10
ENST00000411539.7	95	28	28	68	22
ENST00000424443.7	745	456	569	743	436
ENST00000450115.6	49	92	32	21	57
ENST00000455976.6	17	111	16	8	115
ENST00000456471.3	6	10	9	7	11
ENST00000476454.5	46	75	53	51	78
ENST00000553829.1	8	34	19	4	13
ENST00000554133.5	162	98	76	118	91
ENST00000555227.1	28	26	27	13	38
ENST00000556972.6	62	150	74	20	154
ENST00000557682.6	51	45	27	47	38
ENST00000558036.5	92	37	33	53	32
ENST00000558065.1	4	1	1	2	0
ENST00000558133.1	22	28	15	20	29
ENST00000558264.5	3	9	2	9	16
ENST00000558472.5	3	4	3	1	2
ENST00000558758.5	37	16	6	31	14
ENST00000558813.5	12	27	12	11	23
ENST00000558978.5	11	14	14	7	20
ENST00000559089.6	148	7	80	187	11
ENST00000559206.1	19	10	25	17	9
ENST00000559309.5	39	30	9	45	18
ENST00000559416.5	8	26	4	10	29
ENST00000559540.5	3	4	4	2	7
ENST00000559831.6	13	14	18	18	15
ENST00000560131.2	7	3	2	13	7
ENST00000560307.5	55	70	80	68	94
ENST00000560441.5	4	2	3	1	1
ENST00000560715.5	44	34	36	35	49
ENST00000560914.1	4	6	0	3	8
ENST00000560975.5	8	7	1	11	8
ENST00000561277.5	144	111	82	152	84
ENST00000561387.1	188	20	57	243	12
ENST00000562621.1	14	3	9	7	7
ENST00000567941.5	10	11	2	8	9
ENST00000569534.5	1	1	0	3	1
ENST00000610733.1	17	3	6	22	14
ENST00000653163.1	113	94	44	94	51
ENST00000692976.1	271	145	200	249	165
transcript16051.chr15.nic	17	13	4	12	16
transcript32400.chr15.nic	89	56	27	127	40
transcript46058.chr15.nic	21	20	12	25	100
transcript46110.chr15.nic	18	15	3	50	30
transcript46218.chr15.nic	33	29	13	40	21
transcript57113.chr15.nnic	87	19	40	114	23
transcript61883.chr15.nic	61	30	7	43	35
transcript61995.chr15.nic	11	10	12	27	11
transcript62457.chr15.nic	12	17	8	12	14
transcript62468.chr15.nnic	73	48	53	78	51
transcript62476.chr15.nnic	2	3	7	3	1
transcript62517.chr15.nic	4	1	2	4	1
transcript65974.chr15.nic	5	1	5	3	1
transcript65975.chr15.nic	6	4	2	5	7
transcript67418.chr15.nnic	34	14	20	26	5
transcript67433.chr15.nnic	16	4	11	16	8
transcript76019.chr15.nnic	760	480	237	731	349
transcript76186.chr15.nnic	99	53	33	82	44
transcript78863.chr15.nnic	29	3	8	37	7
transcript79751.chr15.nnic	414	164	444	769	140
transcript82305.chr15.nnic	66	104	130	66	98
transcript88272.chr15.nnic	56	3	22	24	6
transcript89220.chr15.nnic	54	73	40	40	36
transcript91109.chr15.nnic	4	11	4	2	12
transcript91124.chr15.nic	31	138	19	6	88
transcript91131.chr15.nic	7	14	3	4	12
transcript91337.chr15.nic	23	36	5	5	35
transcript93032.chr15.nnic	224	208	44	198	136
transcript97273.chr15.nnic	33	15	19	30	7
ENST00000026218.9	10	10	0	16	24
ENST00000219097.7	67	307	57	30	276
ENST00000219797.9	85	114	59	91	67
ENST00000251588.7	88	141	47	81	134
ENST00000261776.10	39	66	11	31	48
ENST00000262300.13	10	40	6	2	87
ENST00000262367.10	133	84	92	108	80
ENST00000263025.9	67	133	42	51	136
ENST00000283027.10	148	109	33	80	98
ENST00000287468.5	191	98	92	193	125
ENST00000293872.13	43	149	19	33	114
ENST00000303383.8	17	16	0	11	22
ENST00000304658.10	152	217	92	135	217
ENST00000311008.16	73	86	23	43	65
ENST00000311183.8	824	0	24	1814	0
ENST00000321878.10	77	76	16	52	54
ENST00000322266.9	6	3	2	6	8
ENST00000323081.12	11	16	3	4	3
ENST00000334536.12	12	6	2	9	5
ENST00000337351.8	13	11	7	4	13
ENST00000356166.11	222	151	71	202	219
ENST00000380244.7	643	818	172	396	703
ENST00000382070.7	8	5	4	5	13
ENST00000394391.9	51	96	26	47	80
ENST00000395878.8	59	117	16	37	109
ENST00000397783.5	27	54	30	14	47
ENST00000398838.8	199	108	61	143	92
ENST00000398841.6	87	23	41	63	13
ENST00000399953.7	7	7	3	5	9
ENST00000418978.5	2	0	2	3	4
ENST00000422307.6	3	5	4	5	5
ENST00000426094.5	41	42	21	33	43
ENST00000433392.6	9	5	2	5	3
ENST00000442701.1	2	2	2	3	2
ENST00000448516.6	23	22	6	24	20
ENST00000468732.5	3	4	4	3	10
ENST00000471389.6	111	113	58	101	97
ENST00000476438.1	127	115	84	113	134
ENST00000484663.5	6	6	7	8	6
ENST00000487509.6	168	176	81	86	156
ENST00000490762.5	27	22	14	17	5
ENST00000537402.1	13	8	10	11	8
ENST00000538768.2	47	31	33	38	34
ENST00000539683.2	11	43	6	9	63
ENST00000540164.6	7	11	4	6	11
ENST00000540986.5	4	4	2	2	3
ENST00000562558.6	2	11	2	4	5
ENST00000562752.5	2	2	2	0	2
ENST00000564172.1	55	86	14	62	88
ENST00000564272.1	6	22	1	1	17
ENST00000564448.5	36	0	0	62	2
ENST00000565425.5	6	1	1	1	2
ENST00000565479.5	6	0	1	7	2
ENST00000565698.5	145	126	163	134	144
ENST00000565961.5	6	5	13	6	7
ENST00000565975.5	35	31	11	35	29
ENST00000565976.6	3	16	3	3	21
ENST00000566073.1	10	8	2	2	5
ENST00000566136.1	16	23	21	17	22
ENST00000566605.5	79	95	24	63	87
ENST00000566650.5	11	3	3	9	7
ENST00000566669.1	2	2	3	6	5
ENST00000567000.2	5	10	5	3	10
ENST00000567172.1	8	6	15	4	6
ENST00000567264.1	4	3	0	0	2
ENST00000567518.5	8	22	5	7	13
ENST00000567568.1	7	0	0	13	0
ENST00000568548.5	4	3	1	2	4
ENST00000568829.1	53	20	40	53	25
ENST00000568900.5	1	1	2	6	2
ENST00000569239.5	3	8	6	4	3
ENST00000569760.5	1115	822	509	870	914
ENST00000570099.5	7	2	1	8	3
ENST00000570939.2	50	18	36	43	49
ENST00000571102.1	9	0	2	6	5
ENST00000571175.5	31	15	31	25	20
ENST00000571759.1	14	15	8	10	20
ENST00000573144.1	29	22	33	25	16
ENST00000574385.5	3	4	1	0	3
ENST00000574680.1	182	77	129	220	102
ENST00000576720.1	3	9	5	11	6
ENST00000607794.2	19	6	15	13	2
ENST00000610509.1	30	20	72	56	29
ENST00000621703.4	4	8	6	2	9
ENST00000629543.2	9	8	5	13	7
ENST00000637001.1	11	1	1	6	2
transcript100042.chr16.nic	7	16	3	8	25
transcript100321.chr16.nic	15	22	5	11	14
transcript100785.chr16.nnic	50	20	31	57	43
transcript107085.chr16.nnic	66	31	75	34	55
transcript12816.chr16.nic	115	66	24	83	66
transcript13928.chr16.nic	5	30	1	0	1
transcript188.chr16.nic	20	15	8	12	9
transcript19895.chr16.nnic	5	2	0	1	2
transcript19901.chr16.nnic	2	3	0	5	2
transcript20222.chr16.nnic	84	2	3	61	10
transcript22685.chr16.nic	17	7	8	12	7
transcript252.chr16.nic	7	12	4	6	2
transcript261.chr16.nic	6	18	2	5	17
transcript30520.chr16.nnic	10	10	12	11	19
transcript3065.chr16.nic	2	4	1	3	10
transcript31367.chr16.nnic	46	43	29	64	68
transcript3146.chr16.nic	12	3	4	5	7
transcript3156.chr16.nic	9	6	4	8	10
transcript31745.chr16.nnic	18	19	19	22	15
transcript33757.chr16.nnic	12	17	1	5	16
transcript33765.chr16.nic	5	5	0	6	3
transcript37373.chr16.nic	7	10	1	4	12
transcript39200.chr16.nic	30	6	3	15	5
transcript447.chr16.nnic	4	9	4	0	5
transcript4668.chr16.nic	9	12	1	8	12
transcript48124.chr16.nic	13	17	8	19	16
transcript48218.chr16.nic	10	3	2	4	6
transcript48592.chr16.nnic	7	9	3	25	6
transcript48936.chr16.nnic	111	68	98	137	98
transcript525.chr16.nnic	3	12	1	2	3
transcript75087.chr16.nnic	17	34	16	1	34
transcript76012.chr16.nnic	29	42	27	44	31
transcript76014.chr16.nnic	25	29	35	24	35
transcript76023.chr16.nnic	12	36	9	5	25
transcript81566.chr16.nic	7	1	3	15	3
transcript81577.chr16.nnic	171	124	160	169	101
transcript81667.chr16.nic	28	18	6	32	15
transcript81698.chr16.nic	16	6	6	32	6
transcript8248.chr16.nnic	4	8	3	2	5
transcript85666.chr16.nic	3	28	3	4	21
transcript85684.chr16.nic	3	9	1	2	6
transcript85687.chr16.nic	2	41	5	1	13
transcript85793.chr16.nnic	72	106	123	70	138
transcript86155.chr16.nic	50	0	2	89	1
transcript86590.chr16.nnic	10	0	0	50	0
transcript86593.chr16.nic	38	1	2	60	0
transcript86957.chr16.nnic	164	4	6	257	2
transcript89366.chr16.nnic	21	0	2	36	0
ENST00000167462.9	23	1	7	30	3
ENST00000255557.8	6	3	4	10	4
ENST00000261497.9	707	759	255	479	716
ENST00000261647.10	37	37	20	49	35
ENST00000264637.8	241	139	80	158	121
ENST00000264639.9	521	691	197	481	639
ENST00000268942.12	143	139	107	126	80
ENST00000268989.8	10	11	6	7	22
ENST00000269593.5	138	213	83	94	232
ENST00000285206.12	178	57	44	111	69
ENST00000299610.5	294	104	48	87	39
ENST00000299736.5	414	1107	206	269	959
ENST00000301032.8	674	36	56	904	37
ENST00000309794.16	97	153	90	67	131
ENST00000314028.11	72	73	25	46	60
ENST00000321233.10	136	183	94	93	181
ENST00000322652.10	340	274	203	419	246
ENST00000326724.9	70	32	63	74	31
ENST00000329078.8	19	27	11	6	22
ENST00000335765.9	4292	280	400	7525	235
ENST00000345415.11	14	28	16	14	19
ENST00000359042.6	8	15	3	6	9
ENST00000359995.10	546	1035	177	304	805
ENST00000374611.9	15	36	31	26	44
ENST00000375227.8	22	14	13	43	15
ENST00000390006.8	17	32	2	18	17
ENST00000392334.7	44	34	8	27	40
ENST00000392485.2	301	361	165	199	224
ENST00000392550.8	32	7	29	56	8
ENST00000392650.8	338	406	313	214	337
ENST00000394670.9	226	222	170	209	189
ENST00000394673.6	168	303	102	118	254
ENST00000395418.8	101	120	67	100	103
ENST00000395592.6	27	9	3	5	1
ENST00000397195.10	297	307	104	213	274
ENST00000397625.9	80	86	50	99	79
ENST00000398519.9	4	2	0	0	2
ENST00000399138.5	282	213	139	365	201
ENST00000414034.7	0	0	0	1	0
ENST00000417253.7	14	25	10	11	20
ENST00000423034.6	105	100	48	58	98
ENST00000426147.6	26	31	5	30	24
ENST00000426855.6	23	51	7	19	28
ENST00000427177.6	21	4	5	10	8
ENST00000427180.5	8	8	3	6	7
ENST00000445478.6	2	3	2	6	4
ENST00000449803.6	1	7	0	3	2
ENST00000450525.7	85	32	55	71	41
ENST00000470125.5	53	1	11	98	2
ENST00000472570.2	214	399	322	174	565
ENST00000475723.5	25	24	4	36	17
ENST00000476243.5	48	123	17	35	91
ENST00000481107.1	23	19	11	23	15
ENST00000484980.5	116	1	16	174	2
ENST00000485835.1	14	9	8	4	13
ENST00000503131.1	7	1	2	14	4
ENST00000507043.1	1	1	1	2	4
ENST00000535032.7	12	21	13	32	26
ENST00000540504.2	137	49	121	121	80
ENST00000541152.6	79	123	87	43	119
ENST00000542934.5	9	3	5	7	5
ENST00000570979.1	51	34	79	34	34
ENST00000572841.1	229	168	179	189	208
ENST00000573062.5	6	1	2	2	1
ENST00000573376.1	7	4	7	5	0
ENST00000573717.2	5	0	0	5	4
ENST00000574313.2	28	4	26	15	3
ENST00000577211.1	35	5	34	57	8
ENST00000577500.5	3	0	1	12	2
ENST00000577809.6	43	47	33	37	43
ENST00000577812.5	17	26	13	9	9
ENST00000577908.5	39	27	31	42	32
ENST00000578501.5	7	7	4	5	6
ENST00000578820.1	56	46	74	31	81
ENST00000580168.5	132	111	64	101	123
ENST00000580294.1	3	1	1	1	0
ENST00000580398.1	40	67	16	73	59
ENST00000581056.5	0	2	2	1	5
ENST00000581885.1	69	38	17	46	45
ENST00000581980.1	75	41	94	72	68
ENST00000582449.5	32	10	9	32	11
ENST00000582797.5	7	2	5	4	8
ENST00000583221.5	37	94	12	41	81
ENST00000583796.1	44	26	42	58	23
ENST00000584377.5	8	1	4	5	5
ENST00000584445.5	10	5	11	6	8
ENST00000584985.5	38	14	6	19	18
ENST00000585089.5	53	125	39	54	82
ENST00000585109.5	1	9	0	3	11
ENST00000585202.5	52	57	33	63	44
ENST00000585313.5	9	3	0	5	4
ENST00000585735.1	0	0	0	2	1
ENST00000586778.1	32	37	28	30	60
ENST00000587097.6	101	110	33	76	91
ENST00000587427.6	11	9	1	13	5
ENST00000591460.1	25	23	47	37	21
ENST00000610190.2	19	27	9	12	35
ENST00000612501.2	57	37	18	46	55
transcript103349.chr17.nnic	13	7	15	8	13
transcript103830.chr17.nnic	43	47	21	44	68
transcript103837.chr17.nnic	53	19	54	17	13
transcript130713.chr17.nnic	128	53	111	102	55
transcript131776.chr17.nic	80	131	30	53	104
transcript131930.chr17.nnic	9	4	6	2	0
transcript132049.chr17.nic	7	13	6	8	4
transcript132999.chr17.nic	12	2	4	12	9
transcript141194.chr17.nnic	29	18	28	44	22
transcript145693.chr17.nic	97	159	43	47	140
transcript145752.chr17.nic	16	11	5	10	8
transcript151687.chr17.nnic	156	115	78	133	112
transcript156229.chr17.nnic	6	17	12	10	14
transcript156638.chr17.nic	16	5	5	18	6
transcript156644.chr17.nic	15	19	23	9	9
transcript26834.chr17.nnic	219	188	49	187	132
transcript27295.chr17.nic	13	90	8	11	70
transcript29074.chr17.nnic	9	8	19	13	8
transcript31988.chr17.nnic	44	39	32	51	40
transcript33123.chr17.nnic	357	235	666	469	400
transcript38529.chr17.nnic	760	640	504	604	524
transcript42680.chr17.nnic	298	13	175	608	31
transcript56519.chr17.nic	25	25	8	19	21
transcript56712.chr17.nnic	10	1	6	11	3
transcript67120.chr17.nic	17	9	8	11	7
transcript67335.chr17.nnic	149	83	86	157	100
transcript68425.chr17.nnic	31	8	42	20	26
transcript68434.chr17.nnic	204	77	172	160	87
transcript68987.chr17.nnic	24	55	54	16	68
transcript70877.chr17.nnic	1	0	0	2	0
transcript71774.chr17.nic	1	0	4	3	0
transcript7185.chr17.nnic	12	3	8	3	3
transcript7917.chr17.nnic	404	292	426	493	313
transcript79482.chr17.nnic	13	14	5	9	7
transcript79633.chr17.nnic	4	7	3	4	5
transcript85224.chr17.nnic	16	4	21	13	14
transcript96110.chr17.nnic	26	22	1	16	18
transcript96339.chr17.nnic	11	4	1	10	2
transcript96596.chr17.nic	12	4	5	13	7
transcript96603.chr17.nnic	167	86	118	121	111
transcript96942.chr17.nic	9	3	4	12	5
ENST00000256429.8	69	32	10	55	23
ENST00000256852.7	54	69	9	42	43
ENST00000299721.3	901	4	203	1299	0
ENST00000320876.11	179	176	91	146	108
ENST00000334889.4	291	392	90	227	259
ENST00000398398.6	15	33	6	23	43
ENST00000443185.7	100	116	57	117	148
ENST00000543743.1	36	49	95	36	46
ENST00000577880.5	6	1	4	4	5
ENST00000583046.1	12	50	12	13	64
ENST00000587244.5	17	1	8	16	1
ENST00000617840.1	10	27	16	13	29
ENST00000684915.1	6	6	4	5	2
transcript2350.chr18.nnic	29	41	6	38	31
transcript2591.chr18.nic	198	247	51	136	169
transcript33160.chr18.nic	7	5	6	6	9
transcript33169.chr18.nnic	51	30	28	32	28
transcript38433.chr18.nnic	362	269	453	290	340
transcript38439.chr18.nnic	492	428	262	452	300
transcript38462.chr18.nnic	1078	635	753	1070	674
transcript38471.chr18.nnic	217	181	119	156	123
transcript38478.chr18.nnic	25	0	5	34	3
ENST00000159087.7	11	19	7	11	17
ENST00000171111.10	86	97	25	57	73
ENST00000221485.8	263	9	52	351	12
ENST00000221996.12	573	24	298	672	129
ENST00000222305.8	208	199	70	196	182
ENST00000222374.3	210	87	23	175	62
ENST00000233596.8	144	161	45	132	152
ENST00000244289.9	39	19	38	21	21
ENST00000253144.13	3	11	0	4	8
ENST00000263280.11	67	97	8	48	86
ENST00000264560.11	81	112	16	50	103
ENST00000270233.12	69	52	30	73	99
ENST00000291440.4	5	25	7	2	49
ENST00000292431.5	54	53	2	31	82
ENST00000300952.7	57	55	7	30	53
ENST00000307741.11	22	40	14	42	53
ENST00000312865.10	120	340	122	108	306
ENST00000318978.6	397	1567	119	138	1257
ENST00000322344.8	27	54	4	28	56
ENST00000325495.9	264	468	74	192	401
ENST00000331559.9	9	9	3	2	10
ENST00000333511.9	465	10	95	533	11
ENST00000334976.11	161	67	64	126	83
ENST00000337018.10	62	104	22	38	93
ENST00000338448.10	21	26	3	15	11
ENST00000342179.9	2	3	2	2	6
ENST00000343550.9	25	20	12	25	29
ENST00000344099.4	53	46	51	44	34
ENST00000348943.7	201	293	72	155	232
ENST00000352456.7	241	310	169	192	283
ENST00000353555.9	1199	1509	683	1171	1574
ENST00000354293.10	123	155	41	76	183
ENST00000359032.10	50	11	18	45	12
ENST00000359435.8	24	23	18	43	46
ENST00000360016.9	7	6	5	6	11
ENST00000360957.10	17	3	12	23	10
ENST00000376918.7	45	92	26	42	146
ENST00000391910.7	69	40	9	45	47
ENST00000391918.6	53	57	34	47	56
ENST00000392006.8	142	208	43	118	179
ENST00000392250.7	12	63	20	13	55
ENST00000392351.8	70	221	45	39	170
ENST00000393623.6	308	314	121	245	268
ENST00000395212.8	77	54	60	60	66
ENST00000395479.10	266	5	23	429	4
ENST00000396819.8	77	109	64	37	137
ENST00000407004.8	41	110	11	26	90
ENST00000418234.6	4	7	2	5	10
ENST00000441343.5	125	44	60	123	28
ENST00000441740.6	21	8	5	9	6
ENST00000443236.7	39	172	18	16	217
ENST00000449416.6	10	4	9	10	3
ENST00000449434.8	25	21	14	3	8
ENST00000452918.7	258	160	142	131	144
ENST00000455515.6	59	15	6	38	12
ENST00000456958.7	5	10	2	7	10
ENST00000465250.6	113	77	84	122	58
ENST00000487416.7	146	169	40	91	134
ENST00000511154.5	0	0	0	1	0
ENST00000512387.6	2	3	0	0	0
ENST00000514374.5	0	1	0	0	1
ENST00000538643.5	4	10	6	2	7
ENST00000539827.5	2	5	3	5	8
ENST00000545399.6	87	14	26	70	11
ENST00000558555.6	98	73	6	75	66
ENST00000560245.5	9	4	3	4	2
ENST00000561040.1	11	0	5	11	9
ENST00000561204.5	4	1	0	4	0
ENST00000571735.3	65	52	55	84	61
ENST00000585356.6	11	2	3	6	2
ENST00000587077.6	7	4	6	8	4
ENST00000587928.5	129	148	68	85	131
ENST00000588081.5	63	4	16	17	4
ENST00000588303.1	1	0	0	4	2
ENST00000588603.1	0	1	2	3	0
ENST00000588607.5	30	2	3	7	2
ENST00000588657.6	440	375	289	434	421
ENST00000588714.1	1	0	3	3	1
ENST00000588715.5	120	10	20	49	11
ENST00000588888.2	0	2	3	0	2
ENST00000589087.5	34	49	18	27	55
ENST00000589998.6	50	163	26	32	105
ENST00000590261.5	45	73	34	25	64
ENST00000590462.1	19	0	4	8	1
ENST00000590561.5	57	55	26	69	57
ENST00000590622.5	25	10	11	17	13
ENST00000590695.2	29	31	26	28	43
ENST00000590866.2	10	4	5	9	7
ENST00000591165.1	323	250	389	560	323
ENST00000591337.7	54	83	19	30	62
ENST00000591372.3	28	49	18	18	23
ENST00000591433.6	1	4	3	3	6
ENST00000591446.7	13	25	6	14	44
ENST00000591627.5	10	16	10	7	11
ENST00000591649.5	23	35	20	29	31
ENST00000591986.1	18	8	42	24	12
ENST00000592478.5	191	130	160	157	169
ENST00000592503.5	1	1	3	2	1
ENST00000592818.5	17	1	9	8	0
ENST00000592870.5	4	14	8	5	14
ENST00000593404.5	14	14	8	7	2
ENST00000593636.1	14	8	4	4	11
ENST00000593767.3	83	87	106	114	102
ENST00000593946.5	0	3	1	0	3
ENST00000594157.5	19	36	19	11	38
ENST00000594581.5	2	0	2	5	5
ENST00000594661.5	1	6	0	4	5
ENST00000594773.5	20	7	11	9	16
ENST00000594794.5	98	50	72	47	61
ENST00000594797.6	14	13	6	15	5
ENST00000594841.5	152	77	28	164	104
ENST00000594842.2	15	6	7	17	17
ENST00000594998.1	19	23	10	14	30
ENST00000595018.5	20	59	11	15	49
ENST00000595072.2	13	20	14	16	26
ENST00000595081.5	7	11	8	3	9
ENST00000595116.2	3	0	1	0	4
ENST00000595118.5	33	43	58	23	60
ENST00000595196.5	137	199	90	156	226
ENST00000595529.1	3	5	3	4	6
ENST00000595806.1	56	33	29	50	69
ENST00000596014.5	9	14	5	8	10
ENST00000596224.5	270	586	238	93	947
ENST00000597095.5	6	3	6	5	6
ENST00000597229.2	303	449	153	244	498
ENST00000597315.5	13	1	2	6	8
ENST00000597711.5	5	6	2	2	5
ENST00000598018.1	53	2	9	31	3
ENST00000598141.2	1	1	0	1	1
ENST00000598202.1	7	5	6	5	9
ENST00000598540.6	16	7	16	19	4
ENST00000598585.1	17	11	9	14	19
ENST00000598979.5	39	54	12	24	70
ENST00000599211.1	2	0	1	0	0
ENST00000599293.1	4	12	5	3	14
ENST00000600235.5	24	51	14	5	84
ENST00000600806.5	16	7	6	21	9
ENST00000600836.1	6	2	0	0	0
ENST00000600910.5	0	4	1	5	10
ENST00000601043.5	8	5	2	11	8
ENST00000601356.1	37	16	15	29	27
ENST00000601816.3	1	1	2	2	3
ENST00000601869.1	9	9	9	6	10
ENST00000601879.5	32	26	17	21	32
ENST00000602001.1	22	0	2	19	0
ENST00000602194.5	90	61	56	68	73
ENST00000602219.1	23	23	16	20	19
ENST00000611077.5	10	4	16	10	16
ENST00000612146.4	20	1	2	11	0
ENST00000613299.1	9	0	1	14	0
ENST00000614867.2	188	60	76	196	109
ENST00000615939.1	1	3	3	4	4
ENST00000619007.4	31	27	32	25	33
ENST00000623154.1	15	12	16	11	11
ENST00000626274.2	11	3	1	5	2
ENST00000629088.1	4	4	3	6	7
ENST00000633534.1	4	3	1	4	5
ENST00000648268.1	527	231	215	629	159
ENST00000649816.1	0	1	2	3	2
ENST00000651564.2	28	113	9	15	142
ENST00000651681.3	54	104	39	51	56
ENST00000652533.1	140	202	108	297	186
ENST00000661195.1	38	28	19	38	18
ENST00000666182.4	20	18	39	17	11
ENST00000666458.1	6	4	1	3	5
ENST00000668768.1	5	2	2	0	1
ENST00000682408.1	30	64	10	25	47
ENST00000689532.1	2	7	5	5	11
ENST00000691592.1	9	13	3	8	8
ENST00000698397.1	24	38	38	30	35
ENST00000698398.1	26	10	7	8	3
transcript108568.chr19.nnic	2	0	1	3	2
transcript109239.chr19.nnic	28	15	10	21	16
transcript111662.chr19.nic	116	104	98	154	123
transcript115385.chr19.nic	36	45	29	37	70
transcript116409.chr19.nnic	62	23	53	89	39
transcript119110.chr19.nnic	5	16	8	3	17
transcript119481.chr19.nnic	91	75	149	142	148
transcript120397.chr19.nnic	2	3	0	3	2
transcript120400.chr19.nnic	1	0	0	2	0
transcript124097.chr19.nnic	136	0	17	262	0
transcript124106.chr19.nnic	11	0	0	15	0
transcript124184.chr19.nnic	18	0	0	24	0
transcript124274.chr19.nic	2	2	0	0	1
transcript126630.chr19.nic	18	17	7	6	15
transcript127614.chr19.nic	9	10	4	10	6
transcript148285.chr19.nnic	10	5	1	15	10
transcript148296.chr19.nnic	2	5	0	4	3
transcript155611.chr19.nic	3	5	1	4	5
transcript155623.chr19.nic	3	8	4	2	8
transcript155691.chr19.nic	6	16	8	14	8
transcript156728.chr19.nic	33	33	47	25	29
transcript159902.chr19.nnic	28	27	15	31	35
transcript160326.chr19.nic	76	5	8	44	3
transcript161848.chr19.nnic	270	281	350	335	376
transcript169571.chr19.nnic	6	18	14	9	14
transcript177865.chr19.nnic	15	38	11	7	56
transcript177947.chr19.nic	3	13	2	0	9
transcript178002.chr19.nic	2	14	2	1	6
transcript178081.chr19.nic	6	17	10	6	19
transcript180102.chr19.nic	17	29	9	22	18
transcript184262.chr19.nic	6	0	0	1	0
transcript184263.chr19.nic	1	43	0	7	11
transcript184335.chr19.nic	1	4	2	0	6
transcript184430.chr19.nic	2	3	2	2	2
transcript186720.chr19.nnic	203	32	111	321	45
transcript191154.chr19.nnic	237	241	155	213	236
transcript191179.chr19.nnic	238	77	95	193	76
transcript191182.chr19.nnic	64	15	20	21	28
transcript191456.chr19.nic	3	3	6	2	5
transcript196819.chr19.nnic	306	529	134	234	503
transcript199022.chr19.nnic	657	1115	671	477	1232
transcript199389.chr19.nnic	69	24	4	31	22
transcript200953.chr19.nnic	230	4	138	333	5
transcript201879.chr19.nnic	49	40	56	43	58
transcript204880.chr19.nnic	7	0	2	16	1
transcript204940.chr19.nnic	199	2	68	181	2
transcript211846.chr19.nnic	738	11	259	1033	18
transcript213906.chr19.nic	20	8	7	11	9
transcript215049.chr19.nic	9	6	8	15	14
transcript216904.chr19.nnic	17	29	11	15	15
transcript216949.chr19.nic	16	21	8	16	23
transcript216953.chr19.nic	4	0	0	1	9
transcript219015.chr19.nnic	181	112	119	127	157
transcript48524.chr19.nnic	6	18	4	4	8
transcript49999.chr19.nnic	18	19	41	7	25
transcript52191.chr19.nnic	125	154	246	115	281
transcript52295.chr19.nnic	29	42	40	20	20
transcript55000.chr19.nnic	41	0	0	39	0
transcript55006.chr19.nnic	50	12	19	103	31
transcript60654.chr19.nic	32	25	20	17	49
transcript65426.chr19.nnic	72	138	83	51	194
transcript65435.chr19.nnic	24	59	9	16	81
transcript77882.chr19.nnic	14	47	8	8	34
transcript78882.chr19.nnic	101	71	93	99	118
transcript79931.chr19.nic	29	131	10	15	97
transcript79994.chr19.nnic	45	20	12	72	24
transcript82241.chr19.nnic	192	248	233	216	368
transcript84770.chr19.nnic	201	530	194	106	598
transcript90382.chr19.nic	599	792	191	448	675
ENST00000217456.3	324	321	158	235	327
ENST00000245960.10	20	75	17	12	99
ENST00000252999.7	202	103	104	120	195
ENST00000262460.5	16	48	2	8	43
ENST00000266070.8	11	16	8	6	16
ENST00000266077.5	64	47	14	33	53
ENST00000290231.11	78	135	21	72	85
ENST00000329276.10	299	380	137	279	329
ENST00000339144.3	2	1	6	45	24
ENST00000341197.9	23	53	19	16	50
ENST00000344256.10	20	7	10	8	6
ENST00000354665.8	16	13	6	40	13
ENST00000370371.8	6	10	6	9	16
ENST00000370691.6	79	22	108	82	41
ENST00000371384.4	175	172	177	228	188
ENST00000371741.6	372	5	87	518	10
ENST00000373872.9	25	65	5	13	56
ENST00000373874.6	6	12	3	4	4
ENST00000374809.6	48	11	5	32	28
ENST00000374810.8	200	58	50	158	87
ENST00000376315.2	0	0	1	9	1
ENST00000376321.4	36	0	14	148	10
ENST00000378380.4	9	13	3	7	7
ENST00000378392.6	1	3	1	0	2
ENST00000379019.7	37	24	6	17	6
ENST00000395340.5	51	57	62	46	60
