"gene_id","gene_symbol","n_LRonly_isoforms"
"ENSG00000160323","ADAMTS13",2
"ENSG00000160360","GPSM1",2
"ENSG00000160408","ST6GALNAC6",2
"ENSG00000160460","SPTBN4",2
"ENSG00000160703","NLRX1",2
"ENSG00000160781","PAQR6",2
"ENSG00000160838","LRRC71",2
"ENSG00000160868","CYP3A4",2
"ENSG00000160870","CYP3A7",2
"ENSG00000160932","LY6E",2
"ENSG00000161202","DVL3",2
"ENSG00000161298","ZNF382",2
"ENSG00000162032","SPSB3",2
"ENSG00000162039","MEIOB",2
"ENSG00000162062","TEDC2",2
"ENSG00000162191","UBXN1",2
"ENSG00000162337","LRP5",2
"ENSG00000162368","CMPK1",2
"ENSG00000162374","ELAVL4",2
"ENSG00000162402","USP24",2
"ENSG00000162512","SDC3",2
"ENSG00000162618","ADGRL4",2
"ENSG00000162643","DNAI3",2
"ENSG00000162669","HFM1",2
"ENSG00000162739","SLAMF6",2
"ENSG00000162753","SLC9C2",2
"ENSG00000162775","RBM15",2
"ENSG00000162779","AXDND1",2
"ENSG00000162843","WDR64",2
"ENSG00000162910","MRPL55",2
"ENSG00000162959","MEMO1",2
"ENSG00000163046","ANKRD30BL",2
"ENSG00000163138","PACRGL",2
"ENSG00000163145","C1QTNF7",2
"ENSG00000163249","CCNYL1",2
"ENSG00000163312","HELQ",2
"ENSG00000163322","ABRAXAS1",2
"ENSG00000163349","HIPK1",2
"ENSG00000163378","EOGT",2
"ENSG00000163382","NAXE",2
"ENSG00000163399","ATP1A1",2
"ENSG00000163462","TRIM46",2
"ENSG00000163499","CRYBA2",2
"ENSG00000163512","AZI2",2
"ENSG00000163517","HDAC11",2
"ENSG00000163539","CLASP2",2
"ENSG00000163596","ICA1L",2
"ENSG00000163618","CADPS",2
"ENSG00000163632","C3orf49",2
"ENSG00000163645","ERICH6",2
"ENSG00000163738","MTHFD2L",2
"ENSG00000163754","GYG1",2
"ENSG00000163781","TOPBP1",2
"ENSG00000163788","SNRK",2
"ENSG00000163864","NMNAT3",2
"ENSG00000163885","CFAP100",2
"ENSG00000163959","SLC51A",2
"ENSG00000163995","ABLIM2",2
"ENSG00000164022","AIMP1",2
"ENSG00000164037","SLC9B1",2
"ENSG00000164066","INTU",2
"ENSG00000164117","FBXO8",2
"ENSG00000164118","CEP44",2
"ENSG00000164221","CCDC112",2
"ENSG00000164292","RHOBTB3",2
"ENSG00000164318","EGFLAM",2
"ENSG00000164332","UBLCP1",2
"ENSG00000164342","TLR3",2
"ENSG00000164402","SEPTIN8",2
"ENSG00000164483","SAMD3",2
"ENSG00000164576","SAP30L",2
"ENSG00000164597","COG5",2
"ENSG00000164649","CDCA7L",2
"ENSG00000164756","SLC30A8",2
"ENSG00000164776","PHKG1",2
"ENSG00000164815","ORC5",2
"ENSG00000164828","SUN1",2
"ENSG00000164904","ALDH7A1",2
"ENSG00000164929","BAALC",2
"ENSG00000164941","INTS8",2
"ENSG00000164972","C9orf24",2
"ENSG00000164983","TMEM65",2
"ENSG00000165061","ZMAT4",2
"ENSG00000165078","CPA6",2
"ENSG00000165113","GKAP1",2
"ENSG00000165192","ASB11",2
"ENSG00000165195","PIGA",2
"ENSG00000165280","VCP",2
"ENSG00000165282","PIGO",2
"ENSG00000165322","ARHGAP12",2
"ENSG00000165325","DEUP1",2
"ENSG00000165406","MARCHF8",2
"ENSG00000165458","INPPL1",2
"ENSG00000165475","CRYL1",2
"ENSG00000165495","PKNOX2",2
"ENSG00000165525","NEMF",2
"ENSG00000165632","TAF3",2
"ENSG00000165637","VDAC2",2
"ENSG00000165671","NSD1",2
"ENSG00000165678","GHITM",2
"ENSG00000165682","CLEC1B",2
"ENSG00000165762","OR4K2",2
"ENSG00000165804","ZNF219",2
"ENSG00000165895","ARHGAP42",2
"ENSG00000165949","IFI27",2
"ENSG00000166004","CEP295",2
"ENSG00000166165","CKB",2
"ENSG00000166200","COPS2",2
"ENSG00000166311","SMPD1",2
"ENSG00000166313","APBB1",2
"ENSG00000166377","ATP9B",2
"ENSG00000166398","GARRE1",2
"ENSG00000166415","WDR72",2
"ENSG00000166435","XRRA1",2
"ENSG00000166596","CFAP52",2
"ENSG00000166619","BLCAP",2
"ENSG00000166634","SERPINB12",2
"ENSG00000166669","ATF7IP2",2
"ENSG00000166710","B2M",2
"ENSG00000166734","GOLM2",2
"ENSG00000166747","AP1G1",2
"ENSG00000166833","NAV2",2
"ENSG00000166888","STAT6",2
"ENSG00000167004","PDIA3",2
"ENSG00000167037","SGSM1",2
"ENSG00000167100","SAMD14",2
"ENSG00000167117","ANKRD40CL",2
"ENSG00000167194","C16orf92",2
"ENSG00000167355","OR51B5",2
"ENSG00000167397","VKORC1",2
"ENSG00000167468","GPX4",2
"ENSG00000167535","CACNB3",2
"ENSG00000167608","TMC4",2
"ENSG00000167615","LENG8",2
"ENSG00000167693","NXN",2
"ENSG00000167930","FAM234A",2
"ENSG00000167977","KCTD5",2
"ENSG00000167978","SRRM2",2
"ENSG00000168026","TTC21A",2
"ENSG00000168056","LTBP3",2
"ENSG00000168067","MAP4K2",2
"ENSG00000168118","RAB4A",2
"ENSG00000168172","HOOK3",2
"ENSG00000168268","NT5DC2",2
"ENSG00000168477","TNXB",2
"ENSG00000168481","LGI3",2
"ENSG00000168487","BMP1",2
"ENSG00000168575","SLC20A2",2
"ENSG00000168621","GDNF",2
"ENSG00000168916","ZNF608",2
"ENSG00000169057","MECP2",2
"ENSG00000169064","ZBBX",2
"ENSG00000169118","CSNK1G1",2
"ENSG00000169126","ODAD2",2
"ENSG00000169136","ATF5",2
"ENSG00000169208","OR10G3",2
"ENSG00000169288","MRPL1",2
"ENSG00000169347","GP2",2
"ENSG00000169372","CRADD",2
"ENSG00000169410","PTPN9",2
"ENSG00000169427","KCNK9",2
"ENSG00000169507","SLC38A11",2
"ENSG00000169567","HINT1",2
"ENSG00000169592","INO80E",2
"ENSG00000169679","BUB1",2
"ENSG00000169752","NRG4",2
"ENSG00000169756","LIMS1",2
"ENSG00000169876","MUC17",2
"ENSG00000169891","REPS2",2
"ENSG00000169946","ZFPM2",2
"ENSG00000170035","UBE2E3",2
"ENSG00000170085","SIMC1",2
"ENSG00000170091","NSG2",2
"ENSG00000170113","NIPA1",2
"ENSG00000170144","HNRNPA3",2
"ENSG00000170242","USP47",2
"ENSG00000170265","ZNF282",2
"ENSG00000170266","GLB1",2
"ENSG00000170271","FAXDC2",2
"ENSG00000170310","STX8",2
"ENSG00000170448","NFXL1",2
"ENSG00000170464","DNAJC18",2
"ENSG00000170485","NPAS2",2
"ENSG00000170581","STAT2",2
"ENSG00000170836","PPM1D",2
"ENSG00000170935","NCBP2L",2
"ENSG00000170949","ZNF160",2
"ENSG00000171109","MFN1",2
"ENSG00000171206","TRIM8",2
"ENSG00000171405","XAGE5",2
"ENSG00000171444","MCC",2
"ENSG00000171456","ASXL1",2
"ENSG00000171489","SPACA5",2
"ENSG00000171530","TBCA",2
"ENSG00000171604","CXXC5",2
"ENSG00000171791","BCL2",2
"ENSG00000171793","CTPS1",2
"ENSG00000171798","KNDC1",2
"ENSG00000171804","WDR87",2
"ENSG00000171848","RRM2",2
"ENSG00000171853","TRAPPC12",2
"ENSG00000171877","FRMD5",2
"ENSG00000172005","MAL",2
"ENSG00000172046","USP19",2
"ENSG00000172146","OR1A1",2
"ENSG00000172164","SNTB1",2
"ENSG00000172175","MALT1",2
"ENSG00000172243","CLEC7A",2
"ENSG00000172269","DPAGT1",2
"ENSG00000172270","BSG",2
"ENSG00000172324","OR5A2",2
"ENSG00000172349","IL16",2
"ENSG00000172354","GNB2",2
"ENSG00000172375","C2CD2L",2
"ENSG00000172379","ARNT2",2
"ENSG00000172421","EFCAB3",2
"ENSG00000172466","ZNF24",2
"ENSG00000172469","MANEA",2
"ENSG00000172732","MUS81",2
"ENSG00000172830","SSH3",2
"ENSG00000172889","EGFL7",2
"ENSG00000172932","ANKRD13D",2
"ENSG00000172939","OXSR1",2
"ENSG00000172954","LCLAT1",2
"ENSG00000172955","ADH6",2
"ENSG00000172992","DCAKD",2
"ENSG00000173020","GRK2",2
"ENSG00000173064","HECTD4",2
"ENSG00000173175","ADCY5",2
"ENSG00000173212","MAB21L3",2
"ENSG00000173214","MFSD4B",2
"ENSG00000173327","MAP3K11",2
"ENSG00000173465","ZNRD2",2
"ENSG00000173567","ADGRF3",2
"ENSG00000173585","CCR9",2
"ENSG00000173599","PC",2
"ENSG00000173728","C1orf100",2
"ENSG00000173744","AGFG1",2
"ENSG00000173898","SPTBN2",2
"ENSG00000173950","XXYLT1",2
"ENSG00000174038","C9orf131",2
"ENSG00000174227","PIGG",2
"ENSG00000174371","EXO1",2
"ENSG00000174405","LIG4",2
"ENSG00000174428","GTF2IRD2B",2
"ENSG00000174450","GOLGA6L2",2
"ENSG00000174483","BBS1",2
"ENSG00000174527","MYO1H",2
"ENSG00000174705","SH3PXD2B",2
"ENSG00000174775","HRAS",2
"ENSG00000174839","DENND6A",2
"ENSG00000174844","DNAH12",2
"ENSG00000174871","CNIH2",2
"ENSG00000174963","ZIC4",2
"ENSG00000175110","MRPS22",2
"ENSG00000175193","PARL",2
"ENSG00000175221","MED16",2
"ENSG00000175455","CCDC14",2
"ENSG00000175785","PRIMA1",2
"ENSG00000175806","MSRA",2
"ENSG00000175895","PLEKHF2",2
"ENSG00000175899","A2M",2
"ENSG00000176170","SPHK1",2
"ENSG00000176253","OR4K13",2
"ENSG00000176542","USF3",2
"ENSG00000176601","MAP3K19",2
"ENSG00000176623","RMDN1",2
"ENSG00000176658","MYO1D",2
"ENSG00000176695","OR4F17",2
"ENSG00000176771","NCKAP5",2
"ENSG00000176809","LRRC37A3",2
"ENSG00000176853","FAM91A1",2
"ENSG00000176884","GRIN1",2
"ENSG00000176915","ANKLE2",2
"ENSG00000176956","LY6H",2
"ENSG00000177000","MTHFR",2
"ENSG00000177138","FAM9B",2
"ENSG00000177182","CLVS1",2
"ENSG00000177301","KCNA2",2
"ENSG00000177302","TOP3A",2
"ENSG00000177374","HIC1",2
"ENSG00000177380","PPFIA3",2
"ENSG00000177535","OR2B11",2
"ENSG00000177548","RABEP2",2
"ENSG00000177728","TMEM94",2
"ENSG00000177731","FLII",2
"ENSG00000177807","KCNJ10",2
"ENSG00000177830","CHID1",2
"ENSG00000177947","ODF3",2
"ENSG00000177990","DPY19L2",2
"ENSG00000178342","KCNG2",2
"ENSG00000178562","CD28",2
"ENSG00000178795","GDPD4",2
"ENSG00000178904","DPY19L3",2
"ENSG00000178927","CYBC1",2
"ENSG00000178971","CTC1",2
"ENSG00000179008","C14orf39",2
"ENSG00000179094","PER1",2
"ENSG00000179241","LDLRAD3",2
"ENSG00000179314","WSCD1",2
"ENSG00000179348","GATA2",2
"ENSG00000179387","ELMOD2",2
"ENSG00000179456","ZBTB18",2
"ENSG00000179626","OR6C4",2
"ENSG00000179981","TSHZ1",2
"ENSG00000180035","ZNF48",2
"ENSG00000180096","SEPTIN1",2
"ENSG00000180116","C12orf40",2
"ENSG00000180176","TH",2
"ENSG00000180198","RCC1",2
"ENSG00000180448","ARHGAP45",2
"ENSG00000180592","SKIDA1",2
"ENSG00000180777","ANKRD30B",2
"ENSG00000180999","C1orf105",2
"ENSG00000181027","FKRP",2
"ENSG00000181143","MUC16",2
"ENSG00000181544","FANCB",2
"ENSG00000181666","ZNF875",2
"ENSG00000181722","ZBTB20",2
"ENSG00000181827","RFX7",2
"ENSG00000181938","GINS3",2
"ENSG00000182158","CREB3L2",2
"ENSG00000182173","TSEN54",2
"ENSG00000182185","RAD51B",2
"ENSG00000182196","ARL6IP4",2
"ENSG00000182379","NXPH4",2
"ENSG00000182492","BGN",2
"ENSG00000182504","CEP97",2
"ENSG00000182600","SNORC",2
"ENSG00000182670","TTC3",2
"ENSG00000183035","CYLC1",2
"ENSG00000183092","BEGAIN",2
"ENSG00000183137","CEP57L1",2
"ENSG00000183304","FAM9A",2
"ENSG00000183317","EPHA10",2
"ENSG00000183354","KIAA2026",2
"ENSG00000183570","PCBP3",2
"ENSG00000183632","TP53TG3",2
"ENSG00000183762","KREMEN1",2
"ENSG00000183765","CHEK2",2
"ENSG00000183773","AIFM3",2
"ENSG00000184009","ACTG1",2
"ENSG00000184110","EIF3C",2
"ENSG00000184163","C1QTNF12",2
"ENSG00000184182","UBE2F",2
"ENSG00000184276","DEFB108B",2
"ENSG00000184281","TSSC4",2
"ENSG00000184349","EFNA5",2
"ENSG00000184445","KNTC1",2
"ENSG00000184634","MED12",2
"ENSG00000184677","ZBTB40",2
"ENSG00000184792","OSBP2",2
"ENSG00000184867","ARMCX2",2
"ENSG00000184887","BTBD6",2
"ENSG00000184911","DMRTC1B",2
"ENSG00000184988","TMEM106A",2
"ENSG00000184992","BRI3BP",2
"ENSG00000185000","DGAT1",2
"ENSG00000185002","RFX6",2
"ENSG00000185033","SEMA4B",2
"ENSG00000185038","MROH2A",2
"ENSG00000185100","ADSS1",2
"ENSG00000185313","SCN10A",2
"ENSG00000185418","TARS3",2
"ENSG00000185453","ZSWIM9",2
"ENSG00000185551","NR2F2",2
"ENSG00000185619","PCGF3",2
"ENSG00000185716","MOSMO",2
"ENSG00000185722","ANKFY1",2
"ENSG00000185737","NRG3",2
"ENSG00000185774","KCNIP4",2
"ENSG00000185942","NKAIN3",2
"ENSG00000186063","AIDA",2
"ENSG00000186075","ZPBP2",2
"ENSG00000186094","AGBL4",2
"ENSG00000186103","ARGFX",2
"ENSG00000186141","POLR3C",2
"ENSG00000186153","WWOX",2
"ENSG00000186174","BCL9L",2
"ENSG00000186197","EDARADD",2
"ENSG00000186318","BACE1",2
"ENSG00000186340","THBS2",2
"ENSG00000186350","RXRA",2
"ENSG00000186472","PCLO",2
"ENSG00000186532","SMYD4",2
"ENSG00000186575","NF2",2
"ENSG00000186591","UBE2H",2
"ENSG00000186628","FSD2",2
"ENSG00000186716","BCR",2
"ENSG00000186907","RTN4RL2",2
"ENSG00000186951","PPARA",2
"ENSG00000187054","TMPRSS11A",2
"ENSG00000187239","FNBP1",2
"ENSG00000187240","DYNC2H1",2
"ENSG00000187257","RSBN1L",2
"ENSG00000187510","PLEKHG7",2
"ENSG00000187556","NANOS3",2
"ENSG00000187605","TET3",2
"ENSG00000187699","C2orf88",2
"ENSG00000187736","NHEJ1",2
"ENSG00000187764","SEMA4D",2
"ENSG00000187889","FYB2",2
"ENSG00000187942","LDLRAD2",2
"ENSG00000188033","ZNF490",2
"ENSG00000188038","NRN1L",2
"ENSG00000188107","EYS",2
"ENSG00000188130","MAPK12",2
"ENSG00000188191","PRKAR1B",2
"ENSG00000188263","IL17REL",2
"ENSG00000188306","LRRIQ4",2
"ENSG00000188313","PLSCR1",2
"ENSG00000188372","ZP3",2
"ENSG00000188385","JAKMIP3",2
"ENSG00000188419","CHM",2
"ENSG00000188452","CERKL",2
"ENSG00000188603","CLN3",2
"ENSG00000188779","SKOR1",2
"ENSG00000188807","TMEM201",2
"ENSG00000188906","LRRK2",2
"ENSG00000188984","AADACL3",2
"ENSG00000188992","LIPI",2
"ENSG00000188994","ZNF292",2
"ENSG00000189195","BTBD8",2
"ENSG00000189319","FAM53B",2
"ENSG00000189337","KAZN",2
"ENSG00000196083","IL1RAP",2
"ENSG00000196141","SPATS2L",2
"ENSG00000196262","PPIA",2
"ENSG00000196275","GTF2IRD2",2
"ENSG00000196335","STK31",2
"ENSG00000196341","OR8D1",2
"ENSG00000196352","CD55",2
"ENSG00000196411","EPHB4",2
"ENSG00000196455","PIK3R4",2
"ENSG00000196497","IPO4",2
"ENSG00000196504","PRPF40A",2
"ENSG00000196511","TPK1",2
"ENSG00000196531","NACA",2
"ENSG00000196547","MAN2A2",2
"ENSG00000196553","CCDC196",2
"ENSG00000196557","CACNA1H",2
"ENSG00000196569","LAMA2",2
"ENSG00000196576","PLXNB2",2
"ENSG00000196693","ZNF33B",2
"ENSG00000196781","TLE1",2
"ENSG00000196792","STRN3",2
"ENSG00000196814","MVB12B",2
"ENSG00000196834","POTEI",2
"ENSG00000196924","FLNA",2
"ENSG00000196943","NOP9",2
"ENSG00000197016","ZNF470",2
"ENSG00000197056","ZMYM1",2
"ENSG00000197057","DTHD1",2
"ENSG00000197081","IGF2R",2
"ENSG00000197122","SRC",2
"ENSG00000197134","ZNF257",2
"ENSG00000197168","NEK5",2
"ENSG00000197275","RAD54B",2
"ENSG00000197299","BLM",2
"ENSG00000197375","SLC22A5",2
"ENSG00000197451","HNRNPAB",2
"ENSG00000197457","STMN3",2
"ENSG00000197555","SIPA1L1",2
"ENSG00000197620","EOLA1",2
"ENSG00000197641","SERPINB13",2
"ENSG00000197713","RPE",2
"ENSG00000197766","CFD",2
"ENSG00000197768","STPG3",2
"ENSG00000197879","MYO1C",2
"ENSG00000197953","AADACL2",2
"ENSG00000197965","MPZL1",2
"ENSG00000197980","LEKR1",2
"ENSG00000197993","KEL",2
"ENSG00000198000","NOL8",2
"ENSG00000198064","NPIPB13",2
"ENSG00000198081","ZBTB14",2
"ENSG00000198128","OR2L3",2
"ENSG00000198131","ZNF544",2
"ENSG00000198133","TMEM229B",2
"ENSG00000198176","TFDP1",2
"ENSG00000198208","RPS6KL1",2
"ENSG00000198265","HELZ",2
"ENSG00000198498","TMA16",2
"ENSG00000198554","WDHD1",2
"ENSG00000198720","ANKRD13B",2
"ENSG00000198765","SYCP1",2
"ENSG00000198788","MUC2",2
"ENSG00000198792","TMEM184B",2
"ENSG00000198815","FOXJ3",2
"ENSG00000198862","LTN1",2
"ENSG00000198910","L1CAM",2
"ENSG00000198912","C1orf174",2
"ENSG00000198929","NOS1AP",2
"ENSG00000203705","TATDN3",2
"ENSG00000203910","C1orf146",2
"ENSG00000203985","LDLRAD1",2
"ENSG00000204130","RUFY2",2
"ENSG00000204267","TAP2",2
"ENSG00000204296","TSBP1",2
"ENSG00000204305","AGER",2
"ENSG00000204311","PJVK",2
"ENSG00000204314","PRRT1",2
"ENSG00000204394","VARS1",2
"ENSG00000204420","MPIG6B",2
"ENSG00000204469","PRRC2A",2
"ENSG00000204482","LST1",2
"ENSG00000204564","C6orf136",2
"ENSG00000204653","ASPDH",2
"ENSG00000204655","MOG",2
"ENSG00000204764","RANBP17",2
"ENSG00000204866","IGFL2",2
"ENSG00000204965","PCDHA5",2
"ENSG00000205097","FRG2",2
"ENSG00000205133","TRIQK",2
"ENSG00000205268","PDE7A",2
"ENSG00000205336","ADGRG1",2
"ENSG00000205359","SLCO6A1",2
"ENSG00000205456","TP53TG3D",2
"ENSG00000205476","CCDC85C",2
"ENSG00000205629","LCMT1",2
"ENSG00000205649","HTN3",2
"ENSG00000205726","ITSN1",2
"ENSG00000205777","GAGE1",2
"ENSG00000205923","CEMP1",2
"ENSG00000206052","DOK6",2
"ENSG00000206053","JPT2",2
"ENSG00000206199","ANKUB1",2
"ENSG00000206530","CFAP44",2
"ENSG00000213088","ACKR1",2
"ENSG00000213215","OR2F1",2
"ENSG00000213654","GPSM3",2
"ENSG00000213759","UGT2B11",2
"ENSG00000214013","GANC",2
"ENSG00000214021","TTLL3",2
"ENSG00000214357","NEURL1B",2
"ENSG00000214413","BBIP1",2
"ENSG00000214510","SPINK13",2
"ENSG00000214511","HIGD1C",2
"ENSG00000214575","CPEB1",2
"ENSG00000214655","ZSWIM8",2
"ENSG00000214941","ZSWIM7",2
"ENSG00000214954","LRRC69",2
"ENSG00000215262","KCNU1",2
"ENSG00000217930","PAM16",2
"ENSG00000219435","CATSPERZ",2
"ENSG00000219545","UMAD1",2
"ENSG00000221823","PPP3R1",2
"ENSG00000221826","PSG3",2
"ENSG00000221878","PSG7",2
"ENSG00000225526","MKRN2OS",2
"ENSG00000226321","CROCC2",2
"ENSG00000226690","ENSG00000226690",2
"ENSG00000226807","MROH5",2
"ENSG00000227152","OR2T7",2
"ENSG00000227345","PARG",2
"ENSG00000227500","SCAMP4",2
"ENSG00000227868","TEX46",2
"ENSG00000228716","DHFR",2
"ENSG00000229972","IQCF3",2
"ENSG00000230124","ACBD6",2
"ENSG00000231924","PSG1",2
"ENSG00000233276","GPX1",2
"ENSG00000234127","TRIM26",2
"ENSG00000235106","BRD3OS",2
"ENSG00000235109","ZSCAN31",2
"ENSG00000238083","LRRC37A2",2
"ENSG00000239382","ALKBH6",2
"ENSG00000240021","TEX35",2
"ENSG00000241343","RPL36A",2
"ENSG00000241468","ATP5MF",2
"ENSG00000241973","PI4KA",2
"ENSG00000242220","TCP10L",2
"ENSG00000242221","PSG2",2
"ENSG00000242866","STRC",2
"ENSG00000243232","PCDHAC2",2
"ENSG00000244405","ETV5",2
"ENSG00000250479","CHCHD10",2
"ENSG00000251287","ALG1L2",2
"ENSG00000256660","CLEC12B",2
"ENSG00000257727","CNPY2",2
"ENSG00000258461","ENSG00000258461",2
"ENSG00000258466","ENSG00000258466",2
"ENSG00000259120","SMIM6",2
"ENSG00000259916","AQP7B",2
"ENSG00000260851","ENSG00000260851",2
"ENSG00000261052","SULT1A3",2
"ENSG00000261509","TP53TG3B",2
"ENSG00000262246","CORO7",2
"ENSG00000262461","SPDYE9",2
"ENSG00000265118","ENSG00000265118",2
"ENSG00000265190","ANXA8",2
"ENSG00000266964","FXYD1",2
"ENSG00000267360","ENSG00000267360",2
"ENSG00000267552","ENSG00000267552",2
"ENSG00000267795","SMIM22",2
"ENSG00000269335","IKBKG",2
"ENSG00000269502","DMRTC1",2
"ENSG00000269858","EGLN2",2
"ENSG00000270276","H4C15",2
"ENSG00000272980","ENSG00000272980",2
"ENSG00000274211","SOCS7",2
"ENSG00000275023","MLLT6",2
"ENSG00000276043","UHRF1",2
"ENSG00000276293","PIP4K2B",2
"ENSG00000278848","TP53TG3F",2
"ENSG00000279000","OR10A6",2
"ENSG00000283189","ENSG00000283189",2
"ENSG00000283761","ENSG00000283761",2
"ENSG00000284732","ENSG00000284732",2
"ENSG00000285053","ENSG00000285053",2
"ENSG00000285082","ENSG00000285082",2
"ENSG00000287856","ENSG00000287856",2
"ENSG00000288534","ENSG00000288534",2
"ENSG00000288701","PRRC2B",2
"ENSG00000290147","ENSG00000290147",2
"ENSG00000290318","ENSG00000290318",2
"ENSG00000291237","SOD2",2
"ENSG00000292334","SLC25A6",2
"ENSG00000292357","CSF2RA",2
"ENSG00000292358","GTPBP6",2
"ENSG00000292366","VAMP7",2
"ENSG00000001460","STPG1",1
"ENSG00000001617","SEMA3F",1
"ENSG00000002016","RAD52",1
"ENSG00000002549","LAP3",1
"ENSG00000002586","CD99",1
"ENSG00000002726","AOC1",1
"ENSG00000002834","LASP1",1
"ENSG00000003096","KLHL13",1
"ENSG00000003402","CFLAR",1
"ENSG00000003756","RBM5",1
"ENSG00000003987","MTMR7",1
"ENSG00000004059","ARF5",1
"ENSG00000004660","CAMKK1",1
"ENSG00000004799","PDK4",1
"ENSG00000004809","SLC22A16",1
"ENSG00000004897","CDC27",1
"ENSG00000004939","SLC4A1",1
"ENSG00000004948","CALCR",1
"ENSG00000005156","LIG3",1
"ENSG00000005187","ACSM3",1
"ENSG00000005206","SPPL2B",1
"ENSG00000005238","ATOSB",1
"ENSG00000005486","RHBDD2",1
"ENSG00000005844","ITGAL",1
"ENSG00000006118","TMEM132A",1
"ENSG00000006282","SPATA20",1
"ENSG00000006432","MAP3K9",1
"ENSG00000006451","RALA",1
"ENSG00000006468","ETV1",1
"ENSG00000006530","AGK",1
"ENSG00000006576","PHTF2",1
"ENSG00000006611","USH1C",1
"ENSG00000006634","DBF4",1
"ENSG00000006652","IFRD1",1
"ENSG00000006715","VPS41",1
"ENSG00000006757","PNPLA4",1
"ENSG00000006831","ADIPOR2",1
"ENSG00000007237","GAS7",1
"ENSG00000007306","CEACAM7",1
"ENSG00000007384","RHBDF1",1
"ENSG00000007541","PIGQ",1
"ENSG00000007952","NOX1",1
"ENSG00000008256","CYTH3",1
"ENSG00000008282","SYPL1",1
"ENSG00000008311","AASS",1
"ENSG00000008513","ST3GAL1",1
"ENSG00000008838","MED24",1
"ENSG00000009335","UBE3C",1
"ENSG00000009844","VTA1",1
"ENSG00000009950","MLXIPL",1
"ENSG00000010072","SPRTN",1
"ENSG00000010165","METTL13",1
"ENSG00000010219","DYRK4",1
"ENSG00000010282","HHATL",1
"ENSG00000010318","PHF7",1
"ENSG00000010322","NISCH",1
"ENSG00000010327","STAB1",1
"ENSG00000010438","PRSS3",1
"ENSG00000011114","BTBD7",1
"ENSG00000011198","ABHD5",1
"ENSG00000011405","PIK3C2A",1
"ENSG00000011422","PLAUR",1
"ENSG00000011485","PPP5C",1
"ENSG00000013561","RNF14",1
"ENSG00000014164","ZC3H3",1
"ENSG00000014641","MDH1",1
"ENSG00000015133","CCDC88C",1
"ENSG00000015171","ZMYND11",1
"ENSG00000015479","MATR3",1
"ENSG00000015568","RGPD5",1
"ENSG00000015676","NUDCD3",1
"ENSG00000016402","IL20RA",1
"ENSG00000016864","GLT8D1",1
"ENSG00000017483","SLC38A5",1
"ENSG00000017797","RALBP1",1
"ENSG00000018236","CNTN1",1
"ENSG00000018408","WWTR1",1
"ENSG00000018869","ZNF582",1
"ENSG00000019144","PHLDB1",1
"ENSG00000019169","MARCO",1
"ENSG00000020256","ZFP64",1
"ENSG00000020633","RUNX3",1
"ENSG00000021300","PLEKHB1",1
"ENSG00000021776","AQR",1
"ENSG00000022277","RTF2",1
"ENSG00000022355","GABRA1",1
"ENSG00000022567","SLC45A4",1
"ENSG00000022840","RNF10",1
"ENSG00000023318","ERP44",1
"ENSG00000023734","STRAP",1
"ENSG00000023839","ABCC2",1
"ENSG00000023902","PLEKHO1",1
"ENSG00000025800","KPNA6",1
"ENSG00000027075","PRKCH",1
"ENSG00000027869","SH2D2A",1
"ENSG00000028116","VRK2",1
"ENSG00000028203","VEZT",1
"ENSG00000028528","SNX1",1
"ENSG00000028839","TBPL1",1
"ENSG00000029153","BMAL2",1
"ENSG00000029993","HMGB3",1
"ENSG00000030066","NUP160",1
"ENSG00000030419","IKZF2",1
"ENSG00000031003","FAM13B",1
"ENSG00000032219","ARID4A",1
"ENSG00000033122","LRRC7",1
"ENSG00000035681","NSMAF",1
"ENSG00000035720","STAP1",1
"ENSG00000036448","MYOM2",1
"ENSG00000038219","BOD1L1",1
"ENSG00000038295","TLL1",1
"ENSG00000038427","VCAN",1
"ENSG00000039139","DNAH5",1
"ENSG00000039537","C6",1
"ENSG00000040531","CTNS",1
"ENSG00000040633","PHF23",1
"ENSG00000041357","PSMA4",1
"ENSG00000041515","MYO16",1
"ENSG00000041802","LSG1",1
"ENSG00000042781","USH2A",1
"ENSG00000043355","ZIC2",1
"ENSG00000043514","TRIT1",1
"ENSG00000044459","CNTLN",1
"ENSG00000046604","DSG2",1
"ENSG00000046774","MAGEC2",1
"ENSG00000047579","DTNBP1",1
"ENSG00000047849","MAP4",1
"ENSG00000047936","ROS1",1
"ENSG00000048471","SNX29",1
"ENSG00000048649","RSF1",1
"ENSG00000048740","CELF2",1
"ENSG00000049883","PTCD2",1
"ENSG00000050130","JKAMP",1
"ENSG00000050344","NFE2L3",1
"ENSG00000050426","LETMD1",1
"ENSG00000050555","LAMC3",1
"ENSG00000051108","HERPUD1",1
"ENSG00000051341","POLQ",1
"ENSG00000052795","FNIP2",1
"ENSG00000052841","TTC17",1
"ENSG00000053108","FSTL4",1
"ENSG00000053438","NNAT",1
"ENSG00000053524","MCF2L2",1
"ENSG00000053702","NRIP2",1
"ENSG00000053770","AP5M1",1
"ENSG00000054118","THRAP3",1
"ENSG00000054179","ENTPD2",1
"ENSG00000054219","LY75",1
"ENSG00000054267","ARID4B",1
"ENSG00000054277","OPN3",1
"ENSG00000054803","CBLN4",1
"ENSG00000054967","RELT",1
"ENSG00000055118","KCNH2",1
